window,L_plus,L_minus,rel_gap
0,4.07426094e-04,4.21431265e-04,0.034375
1,3.44992033e-04,3.50259361e-04,0.015268
2,1.39846801e-04,5.04963740e-04,2.610835
3,3.11687705e-04,3.12060409e-04,0.001196
4,2.39176341e-04,2.40157387e-04,0.004102
5,2.65980256e-04,3.60202626e-04,0.354246
