window,L_plus,L_minus,rel_gap
0,4.37659037e-04,4.31699038e-04,0.013806
1,3.47724475e-04,3.42414540e-04,0.015507
2,2.45033560e-04,2.63030990e-04,0.073449
3,3.54081654e-04,3.41977313e-04,0.035395
4,2.43111295e-04,2.43710776e-04,0.002466
5,2.91948876e-04,4.02332371e-04,0.378092
