oos_return
0.179635
0.061037
0.048258
0.045206
0.192473
0.202951
-0.096812
-0.081547
0.007296
-0.041504
-0.012138
-0.088728
0.052233
0.003867
0.026242
0.055742
0.016382
-0.068158
-0.102793
-0.023067
0.003587
-0.013274
-0.040368
-0.010540
-0.016919
0.050257
0.038829
0.013183
-0.003181
0.023769
-0.150763
-0.100851
-0.025111
-0.001083
-0.002166
0.017169
0.016816
0.011380
0.050358
0.047327
0.029306
-0.047749
0.014668
-0.008882
0.008047
0.104400
-0.016521
-0.032822
0.053082
-0.016223
-0.020857
-0.052702
-0.012419
-0.052576
-0.000370
-0.002238
-0.027879
-0.055875
0.030947
0.077298
-0.020228
0.094133
0.565422
-0.158126
-0.032931
0.015921
0.064661
0.003633
0.164861
0.206466
0.169231
0.110456
0.022255
0.268858
0.218176
-0.143454
0.104159
0.240964
0.139231
0.187460
0.092767
0.377853
0.051741
0.380954
0.051924
-0.140123
-0.168940
-0.076866
0.079267
0.092116
-0.094029
-0.016767
-0.012057
-0.059684
-0.146863
-0.031363
0.005568
0.068174
-0.079103
-0.192061
0.006614
-0.051057
-0.142016
-0.016851
0.065828
0.141404
0.029198
-0.008717
0.061951
-0.052905
0.043519
0.060526
-0.078006
-0.065897
-0.011935
-0.033286
-0.069087
-0.160620
0.024690
0.024464
-0.097529
-0.009246
-0.017455
-0.098683
0.072062
0.022124
-0.074833
-0.063033
0.018286
-0.058396
-0.120549
-0.053140
-0.036537
-0.026156
0.052421
-0.071705
0.136993
0.067076
-0.000576
-0.066050
-0.108195
0.127890
-0.017995
-0.121871
