window,L_plus,L_minus,rel_gap
0,3.17974365e-04,3.19479732e-04,0.004734
1,3.44767090e-04,2.26027705e-03,5.555954
2,4.01398196e-04,3.62205831e-03,8.023604
3,3.73056449e-04,4.15296340e-03,10.132265
4,4.20725701e-04,1.30701093e-02,30.065631
5,2.79559335e-03,2.78538372e-03,0.003665
