window,L_plus,L_minus,rel_gap
0,3.17999220e-04,3.19366605e-04,0.004300
1,3.44767090e-04,2.26027705e-03,5.555954
2,3.87888605e-04,3.27960518e-03,7.455018
3,3.61364015e-04,3.82195832e-03,9.576477
4,4.10249748e-04,1.30605474e-02,30.835601
5,2.99300649e-03,2.59644212e-03,0.152734
