window,L_plus,L_minus,rel_gap
0,3.21026222e-04,3.21767875e-04,0.002310
1,3.48364207e-04,2.32734578e-03,5.680783
2,3.89340625e-04,2.98013259e-03,6.654307
3,3.74593044e-04,3.75759369e-03,9.031136
4,4.27179591e-04,1.21385455e-02,27.415556
5,2.57480494e-03,2.45740591e-03,0.047774
