window,L_plus,L_minus,rel_gap
0,3.17984639e-04,3.19406128e-04,0.004470
1,3.44767090e-04,2.26027705e-03,5.555954
2,3.93178663e-04,3.50734708e-03,7.920492
3,3.64202802e-04,3.99915781e-03,9.980579
4,3.85908876e-04,1.25262877e-02,31.459185
5,2.61753402e-03,2.97018723e-03,0.134727
