model,window,alpha
AE(1),4,0.12947508
AE(1),4,0.05678605
AE(1),4,-0.00157587
AE(1),4,0.02468364
AE(1),4,-0.12702536
AE(1),4,0.11296810
AE(1),4,0.01379897
AE(1),4,0.01068624
AE(1),4,-0.01135258
AE(1),4,-0.07529193
AE(1),4,-0.01609212
AE(1),4,-0.03647877
AE(1),4,0.01056830
AE(1),4,-0.01411089
AE(1),4,-0.06440263
AE(1),4,0.00677435
AE(1),4,0.06855646
AE(1),4,0.02456121
AE(1),4,0.05433532
AE(1),4,0.14908883
AE(1),4,-0.03506650
AE(1),4,0.00649067
AE(1),4,-0.00868951
AE(1),4,0.01695276
AE(1),4,0.08114739
AE(1),4,0.03831874
AE(1),4,-0.05632824
AE(1),4,-0.02599225
AE(1),4,-0.00761916
AE(1),4,0.07344133
AE(1),4,0.06857037
AE(1),4,0.05799807
AE(1),4,0.01172304
AE(1),4,0.02785704
