month,size,st_rev,turnover,vol,bm,mom,roe,ag,ac,noa,nsi,gp,cei,ita,ig,dist,oscore,cbop,dy
2021-08,-0.10508,-0.05075,0.49549,0.24943,0.17717,0.09815,-0.71357,0.22571,0.34003,0.12829,0.14301,-0.27590,0.18916,0.28829,0.42909,0.46545,0.38853,0.39692,0.16239
2021-09,-0.13311,-0.00901,0.36650,0.32530,0.17545,0.15537,-0.69337,0.22751,0.42413,0.11877,0.15078,-0.30380,0.29065,0.26085,0.39334,0.42207,0.35502,0.37400,0.20376
2021-10,-0.15542,-0.30136,0.45385,0.16110,0.17522,0.02675,-0.70488,0.30179,0.49125,0.13946,0.17961,-0.30607,0.30681,0.18591,0.45033,0.44669,0.36211,0.39866,0.18561
2021-11,-0.10848,0.07860,0.33074,0.19189,0.19075,-0.02065,-0.70753,0.23783,0.42118,0.13708,0.15309,-0.34886,0.25206,0.19572,0.42452,0.44717,0.35206,0.37899,0.21770
2021-12,-0.11530,-0.28814,0.33287,0.22339,0.16891,-0.00003,-0.68445,0.34905,0.56333,0.16242,0.18289,-0.32730,0.38169,0.22809,0.43456,0.44742,0.36155,0.36888,0.19640
2022-01,-0.14047,-0.20975,0.35134,0.29448,0.15607,-0.01872,-0.71482,0.25294,0.44305,0.16400,0.15754,-0.35996,0.27100,0.16163,0.41248,0.44288,0.36966,0.38085,0.21279
2022-02,-0.13213,-0.10905,0.33726,0.27177,0.16627,-0.10359,-0.68828,0.25819,0.39953,0.08835,0.19611,-0.28778,0.23741,0.17005,0.38084,0.45560,0.37448,0.43167,0.21513
2022-03,-0.12494,0.07094,0.35352,0.23526,0.15878,-0.09299,-0.69415,0.22392,0.36347,0.09613,0.19787,-0.31790,0.19955,0.13554,0.40342,0.43911,0.37283,0.39045,0.21434
2022-04,-0.10419,-0.13952,0.23536,0.23838,0.18875,-0.12012,-0.68062,0.18455,0.34257,0.07245,0.19672,-0.31949,0.15828,0.13070,0.39883,0.45074,0.35137,0.40039,0.24162
2022-05,-0.15416,-0.15032,0.30290,0.22529,0.15425,-0.04691,-0.66683,0.20109,0.34489,0.08171,0.17120,-0.32853,0.22219,0.17773,0.44962,0.43090,0.38498,0.40846,0.22648
2022-06,-0.13130,-0.13188,0.19041,0.24048,0.14938,-0.09616,-0.66231,0.19060,0.32340,0.07414,0.24029,-0.32509,0.16449,0.12133,0.39057,0.43595,0.37080,0.37442,0.22794
2022-07,-0.04638,-0.02186,0.37465,0.35503,0.13570,0.01918,-0.32271,0.53124,0.65976,0.07818,0.24244,-0.25793,0.69131,0.27065,0.41478,0.10008,-0.00136,0.10066,0.05792
2022-08,-0.18428,-0.16932,0.23013,0.06007,0.35348,-0.02405,-0.38203,0.64951,0.67364,0.07283,0.19557,-0.38356,0.51857,0.55793,0.35507,0.20493,0.13466,-0.26984,0.13406
2022-09,-0.19031,0.00200,0.20149,0.07026,0.34864,-0.01911,-0.41582,0.60624,0.66188,0.09523,0.16491,-0.45407,0.49714,0.55743,0.35587,0.21443,0.15505,-0.28652,0.14202
2022-10,-0.17321,-0.01040,0.34188,0.05614,0.35768,0.00287,-0.40069,0.64009,0.69293,0.09165,0.17626,-0.40933,0.54361,0.58981,0.34850,0.18855,0.12163,-0.27389,0.14661
2022-11,-0.20778,-0.08962,0.22173,0.19362,0.33931,-0.00633,-0.40278,0.60417,0.64874,0.07406,0.14313,-0.41085,0.49402,0.58240,0.36518,0.21706,0.17461,-0.25874,0.10964
2022-12,-0.18942,0.09782,0.18893,0.19482,0.34887,-0.01475,-0.41031,0.56287,0.61547,0.06709,0.14612,-0.41604,0.48568,0.56778,0.36210,0.21747,0.16281,-0.26718,0.14827
2023-01,-0.17551,-0.08901,0.23428,0.25157,0.34557,-0.03742,-0.44819,0.57602,0.63999,0.07891,0.14984,-0.40766,0.48152,0.59490,0.35008,0.25478,0.19695,-0.28281,0.15157
2023-07,-0.09401,-0.24608,0.32426,0.17887,0.42106,-0.18353,-0.40894,0.58042,0.67342,-0.01701,0.30266,-0.29889,0.44493,0.67265,0.58642,0.41442,0.26388,-0.21974,0.37552
2023-08,-0.07382,-0.09497,0.17273,0.04148,0.20411,-0.45952,-0.27863,0.00787,-0.01390,-0.19622,0.45423,-0.25736,-0.05526,0.06757,0.39542,0.30304,0.11333,-0.15058,0.47760
2024-01,-0.08711,0.06540,0.13508,0.06418,0.22041,-0.48055,-0.31231,-0.00649,-0.02502,-0.18840,0.45543,-0.26721,-0.05109,0.03676,0.41694,0.28120,0.11210,-0.13256,0.44723
2024-02,-0.06319,-0.06212,0.14008,0.07468,0.20496,-0.48430,-0.33054,-0.02534,-0.04205,-0.20449,0.47414,-0.26187,-0.08221,0.04140,0.42649,0.30489,0.13585,-0.15136,0.44777
2024-03,-0.05866,0.08257,0.00606,0.05493,0.20582,-0.46939,-0.32820,0.00420,-0.02154,-0.21020,0.45006,-0.27272,-0.05562,0.04618,0.42707,0.30469,0.13341,-0.14580,0.46092
2024-04,-0.04329,-0.05085,-0.01057,0.07750,0.21179,-0.48930,-0.33926,-0.02617,-0.05157,-0.21147,0.44116,-0.28079,-0.09128,0.02861,0.43514,0.32827,0.14903,-0.15145,0.46286
2024-05,-0.02529,0.10716,0.11421,0.09018,0.21835,-0.50489,-0.32246,-0.01678,-0.04149,-0.21006,0.44679,-0.25427,-0.08346,0.05316,0.41978,0.32433,0.13996,-0.13738,0.43967
2024-06,-0.01706,0.22901,0.23227,0.08028,0.21426,-0.48396,-0.31655,-0.02098,-0.04212,-0.20289,0.45225,-0.30482,-0.09342,0.03286,0.41563,0.35294,0.16579,-0.15517,0.46682
2024-07,-0.40216,-0.42280,0.16859,0.39512,-0.36256,0.14044,0.33023,0.53617,0.53771,0.31924,0.23576,0.37482,0.51758,0.54608,-0.58368,-0.51966,0.10243,0.09948,-0.73859
2024-08,-0.29015,-0.14106,0.11722,0.19983,-0.36932,-0.07263,0.27608,0.04719,0.13189,0.17093,0.03954,0.53779,0.11755,0.26340,-0.46123,-0.46410,0.02452,0.12220,-0.39688
2024-09,-0.24811,-0.13325,0.08859,0.12943,-0.39256,-0.07331,0.26908,0.04375,0.14904,0.17970,0.02476,0.58517,0.09598,0.29065,-0.44909,-0.43204,0.04811,0.15025,-0.42586
2024-10,-0.23006,0.03575,0.02912,0.06630,-0.37692,-0.11047,0.27955,0.00930,0.11967,0.16741,0.04191,0.56711,0.07009,0.27814,-0.45985,-0.43352,0.01943,0.15308,-0.43281
2024-11,-0.22253,-0.18611,-0.04177,0.13582,-0.34117,-0.11763,0.25252,-0.00113,0.08186,0.14813,0.02963,0.56224,0.02641,0.26090,-0.45611,-0.40170,0.04140,0.15133,-0.39178
2024-12,-0.26173,0.06954,-0.02526,0.09050,-0.33268,-0.14537,0.25509,-0.01783,0.07519,0.17382,0.03449,0.55214,0.02133,0.23742,-0.47714,-0.39071,0.01366,0.16903,-0.42829
2025-01,-0.26468,-0.24286,0.04647,0.04226,-0.36337,-0.12614,0.27649,-0.02013,0.04765,0.13001,0.02600,0.56538,0.00588,0.25505,-0.45282,-0.38702,0.08604,0.21233,-0.43805
2025-02,-0.24032,0.07444,-0.12078,0.09136,-0.33900,-0.13720,0.24428,-0.01162,0.07048,0.14868,0.02077,0.52574,-0.01120,0.22752,-0.44435,-0.37359,0.06469,0.14986,-0.39177
2025-03,-0.23710,-0.18875,-0.25353,0.10342,-0.34307,-0.15806,0.23300,-0.00581,0.06905,0.15918,0.00725,0.51686,0.01746,0.24443,-0.44237,-0.35759,0.05704,0.15048,-0.35155
2025-04,-0.26161,-0.08753,-0.10221,0.09315,-0.31361,-0.16319,0.23045,0.00422,0.05666,0.10990,0.00958,0.51710,0.00709,0.21324,-0.73072,-0.36762,0.07388,0.17433,-0.36897
2025-05,-0.27622,-0.27312,-0.04363,0.06291,-0.28918,-0.18919,0.22395,0.00646,0.08789,0.18337,0.01155,0.53061,0.02651,0.24216,-0.73257,-0.35601,0.05354,0.14817,-0.42436
2025-06,-0.21419,-0.21578,-0.10398,0.04677,-0.31547,-0.12935,0.28465,-0.01130,0.03000,0.05983,-0.01422,0.57650,-0.02935,0.22019,-0.72856,-0.33799,0.06402,0.20036,-0.34354
2025-07,-0.00002,-0.00504,-0.02808,-0.01195,-0.01412,-0.00909,0.01613,-0.01568,-0.00940,0.01163,-0.00547,0.02169,-0.00660,-0.00185,-0.02771,-0.02349,-0.00905,0.01563,-0.01024
2025-08,-0.00287,0.00272,-0.00748,-0.00639,-0.01024,-0.00796,0.00958,-0.02056,-0.01413,0.02165,-0.00336,0.00766,-0.00526,-0.01346,-0.01462,-0.02434,-0.01450,-0.00121,-0.00764
2025-09,-0.00293,-0.00190,-0.00621,-0.00169,-0.00973,-0.00778,0.01330,-0.01859,-0.01309,0.01666,-0.00458,0.00859,-0.00263,-0.01296,-0.01305,-0.02619,-0.01707,-0.00002,-0.00884
2025-10,-0.00331,0.00025,-0.00945,-0.00367,-0.00977,-0.00763,0.01001,-0.01687,-0.01056,0.02110,-0.00372,0.00623,-0.00201,-0.01068,-0.01467,-0.02496,-0.01467,-0.00263,-0.00766
2025-11,-0.00554,-0.01531,-0.00853,-0.00597,-0.00878,-0.00889,0.01369,-0.01860,-0.01388,0.01597,-0.00636,0.00965,-0.00289,-0.01485,-0.01092,-0.02181,-0.01370,0.00027,-0.00840
2025-12,-0.00394,-0.00507,-0.00671,-0.00414,-0.00926,-0.00629,0.01379,-0.01755,-0.01185,0.01664,-0.00700,0.00919,-0.00121,-0.01463,-0.01409,-0.02480,-0.01785,-0.00071,-0.00852
2026-01,-0.00857,-0.01157,-0.01357,-0.00245,-0.00570,-0.01002,0.01157,-0.02316,-0.01496,0.02241,-0.00310,0.00606,-0.00324,-0.01419,-0.01163,-0.02333,-0.01589,-0.00184,-0.00823
2026-02,-0.00668,-0.01184,-0.00609,-0.00693,-0.00513,-0.00955,0.00965,-0.02074,-0.01352,0.02103,-0.00377,0.00981,-0.00366,-0.01157,-0.01139,-0.02169,-0.01335,0.00062,-0.00759
2026-03,-0.01186,-0.01479,-0.00099,-0.00182,-0.00555,-0.00895,0.00961,-0.01798,-0.01245,0.02134,-0.00314,0.00684,-0.00420,-0.01252,-0.01141,-0.02290,-0.01131,-0.00104,-0.01171
2026-04,-0.01122,-0.00228,0.00410,-0.00481,-0.00464,-0.01044,0.01083,-0.01660,-0.01084,0.01969,-0.00216,0.00641,-0.00521,-0.01252,-0.01415,-0.01873,-0.00802,-0.00381,-0.00560
2026-05,-0.01045,-0.01751,-0.00843,-0.01351,-0.00244,-0.01118,0.00801,-0.01844,-0.01056,0.02163,-0.00034,0.00811,-0.00466,-0.01310,-0.01305,-0.01955,-0.01029,-0.00136,-0.00638
