window,L_plus,L_minus,rel_gap
0,3.17974511e-04,3.19484359e-04,0.004748
1,3.48123169e-04,2.34351424e-03,5.731854
2,9.89655498e-04,1.19392911e-03,0.206409
3,3.77463672e-04,4.19785501e-03,10.121216
4,4.03245765e-04,1.25757521e-02,30.186322
5,2.54611182e-03,3.04846792e-03,0.197303
