window,L_plus,L_minus,rel_gap
0,2.74633989e-04,2.74514110e-04,0.000437
1,3.27683869e-04,2.23373435e-03,5.816736
2,4.04729246e-04,3.51021253e-03,7.672990
3,3.67890549e-04,4.15953435e-03,10.306445
4,4.17426985e-04,1.31723927e-02,30.556160
5,2.46879086e-03,2.83079105e-03,0.146631
