ticker,year,month,ret_monthly,size,st_rev,turnover,vol,bm,mom,roe,ag,ac,noa,nsi,gp,cei,ita,ig,dist,oscore,investment,cbop,dy
KARTN,2008,2,0.018519,0.10979453265748927,,-0.11910317959556083,,,,,,,,,,,,,,,,,
KCHOL,2008,2,0.017544,2.2781702651973053,,-0.3192441535647017,,,,,,,,,,,,,,,,,
KENT,2008,2,0.041096,1.0906443145557347,,-0.3305912218344856,,,,,,,,,,,,,,,,,
KLMSN,2008,2,0.054217,-0.26562906471627545,,-0.33054151627031825,,,,,,,,,,,,,,,,,
KNFRT,2008,2,0.177305,-0.9679593060694759,,2.878913384196514,,,,,,,,,,,,,,,,,
KONYA,2008,2,0.108434,0.30873525526541,,-0.3331225126853368,,,,,,,,,,,,,,,,,
KORDS,2008,2,0.175439,0.7720843853007547,,-0.3327603895651099,,,,,,,,,,,,,,,,,
KRSTL,2008,2,0.111111,-0.9179878409988023,,-0.27786050379099514,,,,,,,,,,,,,,,,,
KRTEK,2008,2,0.1,-0.7794546993016955,,-0.30198441805595694,,,,,,,,,,,,,,,,,
KUTPO,2008,2,0.025478,-0.6142726859114735,,-0.25977790711722903,,,,,,,,,,,,,,,,,
KUVVA,2008,2,0.110236,-1.3865557712949543,,-0.30935240425542426,,,,,,,,,,,,,,,,,
LINK,2008,2,0.172727,-1.206506744977674,,3.019804114593431,,,,,,,,,,,,,,,,,
LOGO,2008,2,0.342282,-0.3815902759879329,,-0.2659138813855129,,,,,,,,,,,,,,,,,
LUKSK,2008,2,0.11,-0.9607902656553335,,-0.3061503107513258,,,,,,,,,,,,,,,,,
MAALT,2008,2,0.624161,-0.35649401747689374,,-0.2327696970157337,,,,,,,,,,,,,,,,,
MAKTK,2008,2,0.029412,-1.4097292287282928,,-0.33315604469376436,,,,,,,,,,,,,,,,,
MARKA,2008,2,-0.014085,-1.9750106993718015,,-0.280984041944803,,,,,,,,,,,,,,,,,
MARTI,2008,2,0.083333,-0.26195197685099725,,-0.25052134677245613,,,,,,,,,,,,,,,,,
MERKO,2008,2,0.172222,-0.44033449291768706,,-0.18637918938607106,,,,,,,,,,,,,,,,,
METRO,2008,2,0.115385,-0.7250837773954986,,-0.21825128876167227,,,,,,,,,,,,,,,,,
MGROS,2008,2,0.043011,1.8101857040356393,,-0.31988576796921253,,,,,,,,,,,,,,,,,
MNDRS,2008,2,0.0,-0.2504338856590339,,-0.29993535042015734,,,,,,,,,,,,,,,,,
MNDTR,2008,2,0.0,0.4978422606801493,,-0.33379120654380284,,,,,,,,,,,,,,,,,
MRSHL,2008,2,-0.029851,0.009570510739592482,,-0.33464173435919337,,,,,,,,,,,,,,,,,
MZHLD,2008,2,0.0,-1.5425913581909672,,-0.28151555828680125,,,,,,,,,,,,,,,,,
NETAS,2008,2,-0.130233,-0.02847155327244644,,-0.20402187340020553,,,,,,,,,,,,,,,,,
NTHOL,2008,2,0.011905,0.44565661697641124,,-0.28116581024252396,,,,,,,,,,,,,,,,,
NUHCM,2008,2,0.051724,1.462254874719286,,-0.33466177436799033,,,,,,,,,,,,,,,,,
OTKAR,2008,2,-0.089947,0.6439238309303875,,-0.27497205756738496,,,,,,,,,,,,,,,,,
OYAKC,2008,2,0.125,0.7043250736346586,,-0.31763245821425673,,,,,,,,,,,,,,,,,
