oos_return
0.073863
0.212651
-0.012240
0.024041
-0.096409
-0.177353
0.144136
0.040114
0.007590
0.141282
0.064744
0.014667
-0.003178
0.016488
0.111350
0.060964
0.006157
-0.054390
-0.018627
0.094051
0.047964
0.007010
0.024513
-0.101149
-0.023101
-0.039302
-0.023111
0.017192
-0.044346
-0.027564
-0.022889
-0.053598
-0.031077
-0.027429
0.037915
-0.052795
-0.046876
0.013578
-0.077449
-0.034670
-0.027946
0.001167
-0.006306
-0.013393
-0.044859
0.076903
-0.094297
0.023651
0.076884
0.130198
0.002813
-0.049024
-0.012495
-0.015872
0.021440
0.049825
-0.002489
0.010548
0.046941
-0.056483
0.037109
0.096365
0.107132
-0.026943
-0.031817
0.005011
-0.057343
0.120433
0.093561
0.068501
0.038005
0.067637
