window,L_plus,L_minus,rel_gap
0,3.19087936e-04,3.19330953e-04,0.000762
1,3.31581541e-04,2.19347887e-03,5.615202
2,4.15758026e-04,3.77427042e-03,8.078046
3,3.89669032e-04,4.17172443e-03,9.705815
4,3.95657786e-04,1.33203864e-02,32.666433
5,2.51894491e-03,2.91490043e-03,0.157191
