oos_return
0.003500
-0.016694
-0.107234
-0.058935
0.000102
0.064154
0.019393
-0.100815
-0.055403
-0.011394
-0.021504
0.107063
-0.024948
-0.040530
-0.024511
0.021429
-0.047631
-0.030729
-0.023206
-0.054802
-0.030733
-0.031650
0.037622
-0.051828
-0.049907
0.028882
-0.071891
-0.037906
-0.023295
0.002308
-0.020352
-0.005839
-0.043722
0.064001
-0.083657
0.020750
-0.061201
-0.123536
-0.002168
0.047811
0.013635
0.017687
-0.024659
-0.046447
0.006697
-0.004789
-0.046210
0.049145
0.025042
0.082440
0.095164
-0.028865
-0.023478
0.001724
-0.060194
0.124655
0.104784
0.072133
0.031325
0.073558
