window,L_plus,L_minus,rel_gap
0,4.25773411e-04,4.37213545e-04,0.026869
1,3.53864074e-04,3.62387364e-04,0.024086
2,2.42099035e-04,2.60233472e-04,0.074905
3,3.46371526e-04,3.50659277e-04,0.012379
4,1.31833891e-04,4.81610652e-04,2.653163
5,2.85396614e-04,4.10931592e-04,0.439861
