window,L_plus,L_minus,rel_gap
0,4.52047389e-04,4.43885219e-04,0.018388
1,3.71931092e-04,3.65917193e-04,0.016435
2,2.40397349e-04,2.58817396e-04,0.076623
3,3.58346675e-04,3.46115819e-04,0.035337
4,2.43431947e-04,2.43298404e-04,0.000549
5,2.88010604e-04,4.07352985e-04,0.414368
