window,L_plus,L_minus,rel_gap
0,4.27483668e-04,4.35420428e-04,0.018566
1,3.54047253e-04,3.62201798e-04,0.023032
2,2.44103183e-04,2.52032973e-04,0.032485
3,3.50345159e-04,3.46713001e-04,0.010476
4,2.40595109e-04,2.40763882e-04,0.000701
5,3.16250313e-04,3.08845338e-04,0.023976
