model,sharpe_raw,sharpe_norm1,gross_lev_mean,gross_lev_max,min_month_raw_pct,min_month_norm1_pct,wealth_raw,wealth_norm1
Market,0.12674521173992123,0.237479693295236,1.0546244104971896,2.13909896096025,-33.77979515189989,-16.3452,0.9659502759166648,1.1808572534854094
FF5,-0.23596272998231677,-0.3077574048322935,nan,nan,nan,nan,nan,nan
q-factor,-0.06348610476082166,-0.0816777627706976,nan,nan,nan,nan,nan,nan
PCA(5),0.46666029043352864,0.37108859489369433,0.5264616844642049,0.6978398874453343,-27.96505383440341,-79.70487118291692,1.8989474561312767,0.48608615364418944
