window,L_plus,L_minus,rel_gap
0,4.43578581e-04,4.52370092e-04,0.019820
1,3.68013250e-04,3.69471498e-04,0.003962
2,2.40945534e-04,2.56205822e-04,0.063335
3,3.54007323e-04,3.49782174e-04,0.012079
4,1.38748001e-04,4.39192372e-04,2.165396
5,2.88114068e-04,4.07375104e-04,0.413937
