window,L_plus,L_minus,rel_gap
0,4.36199072e-04,4.26743209e-04,0.022158
1,3.57804121e-04,3.58049379e-04,0.000685
2,2.46155774e-04,2.47592397e-04,0.005836
3,3.45676119e-04,3.51445866e-04,0.016691
4,2.39850997e-04,2.41251590e-04,0.005839
5,2.84862734e-04,4.12671710e-04,0.448669
