model,window,alpha
IPCA(1),3,-0.00945953
IPCA(1),3,-0.00702160
IPCA(1),3,-0.01197534
IPCA(1),3,-0.04470309
IPCA(1),3,-0.00555642
IPCA(1),3,-0.02536924
IPCA(1),3,-0.03723771
IPCA(1),3,-0.02004362
IPCA(1),3,-0.04432305
IPCA(1),3,0.02138067
IPCA(1),3,-0.01310795
IPCA(1),3,-0.02219773
IPCA(1),3,-0.02524408
IPCA(1),3,-0.01994855
IPCA(1),3,-0.02727039
IPCA(1),3,-0.02223462
IPCA(1),3,0.05749455
IPCA(1),3,-0.00524268
IPCA(1),3,-0.01165838
IPCA(1),3,-0.02689827
IPCA(1),3,-0.03223470
IPCA(1),3,-0.02675608
IPCA(1),3,-0.01386910
IPCA(1),3,-0.03494024
IPCA(1),3,-0.04522404
IPCA(1),3,-0.01465520
IPCA(1),3,-0.02322775
IPCA(1),3,0.05507254
IPCA(1),3,-0.01306002
IPCA(1),3,-0.01204580
IPCA(1),3,-0.01214246
IPCA(1),3,-0.04454318
IPCA(1),3,-0.04115394
IPCA(1),3,-0.00043404
IPCA(1),3,-0.01786018
IPCA(1),3,-0.01980719
IPCA(1),3,0.05496193
IPCA(1),3,0.00544120
IPCA(1),3,-0.02041892
IPCA(1),3,0.00653249
IPCA(1),3,-0.07198980
IPCA(1),3,-0.01196206
IPCA(1),3,-0.06285092
IPCA(1),3,-0.05306272
IPCA(1),3,-0.02195034
IPCA(1),3,-0.07455327
IPCA(1),3,0.02364566
IPCA(1),3,-0.02109961
