window,L_plus,L_minus,rel_gap
1,2.73462525e-03,2.86515849e-03,0.047734
2,5.17981767e-04,7.29376858e-04,0.408113
3,4.65646212e-04,4.53450251e-04,0.026191
4,1.96140711e-04,3.17711179e-04,0.619813
5,2.66007963e-04,3.60540464e-04,0.355375
