window,L_plus,L_minus,rel_gap
0,2.73367099e-04,2.76232575e-04,0.010482
1,3.28359165e-04,2.25485465e-03,5.867037
2,4.09904023e-04,3.63708148e-03,7.873008
3,3.67864763e-04,4.14501829e-03,10.267777
4,4.26832499e-04,1.30916508e-02,29.671635
5,2.53603421e-03,2.75889109e-03,0.087876
