window,L_plus,L_minus,rel_gap
0,3.21185915e-04,3.21622880e-04,0.001360
1,3.49382230e-04,2.34759529e-03,5.719275
2,3.95387731e-04,2.95286416e-03,6.468275
3,3.72689043e-04,3.69303417e-03,8.909157
4,4.14561480e-04,1.18125575e-02,27.494103
5,2.59936415e-03,2.43370631e-03,0.068068
