window,L_plus,L_minus,rel_gap
0,3.18282866e-04,3.18794744e-04,0.001608
1,3.46281799e-04,2.31703604e-03,5.691186
2,1.04726059e-03,1.13014563e-03,0.079145
3,3.79410892e-04,4.12283186e-03,9.866404
4,4.12495981e-04,1.28126508e-02,30.061274
5,2.54883803e-03,3.04542924e-03,0.194830
