window,L_plus,L_minus,rel_gap
0,3.21211148e-04,3.21607309e-04,0.001233
1,3.45250475e-04,2.33302685e-03,5.757491
2,3.89583933e-04,3.00674071e-03,6.717825
3,3.69058922e-04,3.67475697e-03,8.957101
4,4.23808408e-04,1.19979922e-02,27.309944
5,2.31946167e-03,2.72188289e-03,0.173498
