oos_return
-0.027645
-0.018139
-0.026728
-0.025617
0.009731
0.094106
-0.024686
0.031596
-0.036771
0.006051
-0.011360
-0.019999
-0.035705
-0.030094
-0.089390
-0.064234
-0.043280
0.057549
0.001907
-0.122591
-0.044625
-0.023281
0.000212
0.052885
-0.013792
-0.037630
0.004802
0.023855
-0.011722
-0.056067
-0.029501
-0.021605
-0.028498
-0.003195
0.020748
-0.052392
0.015665
-0.048218
0.036727
0.051421
-0.009903
-0.064775
0.030341
0.045072
-0.024534
-0.007498
0.025559
-0.030689
0.007507
-0.110527
0.026866
0.050131
0.024297
0.017041
0.004785
-0.036548
0.040860
-0.048233
-0.082444
0.098136
0.029618
0.148631
0.093994
0.001383
-0.038129
0.003636
-0.053774
0.118277
0.173394
0.101908
0.069090
0.085373
