model,oos_return
IPCA(3),-0.33709717
IPCA(3),-0.67325048
IPCA(3),-0.00779617
IPCA(3),0.27224790
IPCA(3),0.26959958
IPCA(3),-0.19605310
IPCA(3),-0.46470795
IPCA(3),0.08669361
IPCA(3),-0.21962704
IPCA(3),-0.30658702
IPCA(3),-0.12791969
IPCA(3),0.30256001
IPCA(3),0.41752253
IPCA(3),0.02456072
IPCA(3),-0.33144895
IPCA(3),-0.30625679
IPCA(3),0.28708384
IPCA(3),-0.16591171
IPCA(3),-0.34109981
IPCA(3),0.49776890
IPCA(3),0.46729380
IPCA(3),0.07186848
IPCA(3),0.10628315
IPCA(3),0.45546500
IPCA(3),0.97911556
IPCA(3),-0.08229557
IPCA(3),-0.08082791
IPCA(3),-0.13909623
IPCA(3),-0.05154825
IPCA(3),0.01656567
IPCA(3),-0.20946457
IPCA(3),0.11080783
IPCA(3),0.11388787
IPCA(3),-0.09397454
IPCA(3),-0.15287232
IPCA(3),-0.00806075
IPCA(3),-0.04280351
IPCA(3),-0.25418953
IPCA(3),-0.09797444
IPCA(3),-0.09994014
IPCA(3),-0.05097805
IPCA(3),0.10011274
IPCA(3),-0.08648258
IPCA(3),0.11098507
IPCA(3),0.02956239
IPCA(3),0.00721852
IPCA(3),-0.09256686
IPCA(3),-0.11743985
IPCA(3),0.13828503
IPCA(3),0.01573160
IPCA(3),-0.14022609
IPCA(5),1.53265367
IPCA(5),0.20868550
IPCA(5),0.75105527
IPCA(5),0.72398418
IPCA(5),1.89479584
IPCA(5),0.81340670
IPCA(5),-0.46950149
IPCA(5),-0.73700824
IPCA(5),0.04029262
IPCA(5),-0.62455593
IPCA(5),0.40304356
IPCA(5),-0.54704914
IPCA(5),1.00503929
IPCA(5),-0.41595364
IPCA(5),-0.52622315
IPCA(5),0.59852037
IPCA(5),0.39170723
IPCA(5),-0.57998882
IPCA(5),-0.61831183
IPCA(5),-0.35064838
IPCA(5),0.32487927
IPCA(5),-0.31473153
IPCA(5),-0.13767760
IPCA(5),-0.04072546
IPCA(5),0.19414369
IPCA(5),-0.33576619
IPCA(5),-0.33675006
IPCA(5),-0.12635661
IPCA(5),-0.03865766
IPCA(5),0.18813527
IPCA(5),0.04006942
IPCA(5),0.05309348
IPCA(5),-0.91891033
IPCA(5),-0.07747342
IPCA(5),0.50115050
IPCA(5),0.31433291
IPCA(5),0.51076998
IPCA(5),-0.13549969
IPCA(5),-0.05787400
IPCA(5),0.69750149
IPCA(5),0.33509754
IPCA(5),0.11512208
IPCA(5),0.29708890
IPCA(5),0.08769980
IPCA(5),0.24232405
IPCA(5),-0.79095591
IPCA(5),-0.11649269
IPCA(5),0.15005872
IPCA(5),0.71154048
IPCA(5),0.10752927
IPCA(5),0.26895706
IPCA(5),0.07971337
IPCA(5),0.34931794
IPCA(5),-0.11498537
IPCA(5),0.01979346
IPCA(5),0.06710305
IPCA(5),0.02129803
IPCA(5),-0.12023839
IPCA(5),0.27960846
IPCA(5),1.21791521
IPCA(5),0.02148556
IPCA(5),0.05135918
IPCA(5),3.45654196
IPCA(5),-0.37687325
IPCA(5),-0.22942726
IPCA(5),0.02821688
IPCA(5),0.83041668
IPCA(5),0.22532259
IPCA(5),1.27536789
IPCA(5),2.39645150
IPCA(5),1.19636399
IPCA(5),0.67327463
IPCA(5),0.14041557
IPCA(5),0.66623255
IPCA(5),0.29617483
IPCA(5),-0.13313464
IPCA(5),0.07302866
IPCA(5),0.49412526
IPCA(5),0.12320950
IPCA(5),0.15054589
IPCA(5),0.29330815
IPCA(5),1.76443569
IPCA(5),0.37701917
IPCA(5),1.27272356
IPCA(5),0.49489934
IPCA(5),-0.56353530
IPCA(5),-0.12849991
IPCA(5),0.34068660
IPCA(5),0.04530089
IPCA(5),1.13384822
IPCA(5),0.05466219
IPCA(5),0.36006138
IPCA(5),-0.04168017
IPCA(5),-0.28369230
IPCA(5),-0.94197659
IPCA(5),-0.90603965
IPCA(5),0.82729944
IPCA(5),0.62024441
IPCA(5),-0.31241180
IPCA(5),-0.26759530
IPCA(5),0.10000725
IPCA(5),0.05362485
IPCA(5),-0.10201326
IPCA(5),0.01374377
IPCA(5),0.26534714
IPCA(5),0.19618998
IPCA(5),0.09151071
IPCA(5),-0.32805104
IPCA(5),-0.28993923
IPCA(5),0.30340327
IPCA(5),-0.14268536
IPCA(5),-0.15992569
IPCA(5),0.43665554
IPCA(5),0.29334766
IPCA(5),0.12411335
IPCA(5),0.07149703
IPCA(5),0.28446690
IPCA(5),0.92296020
IPCA(5),-0.03786141
IPCA(5),-0.11231445
IPCA(5),-0.12884551
IPCA(5),0.00136804
IPCA(5),0.02319455
IPCA(5),-0.25461411
IPCA(5),0.16623677
IPCA(5),0.30215627
IPCA(5),-0.10438367
IPCA(5),-0.15011928
IPCA(5),-0.03871907
IPCA(5),-0.12188837
IPCA(5),-0.48634358
IPCA(5),-0.10220195
IPCA(5),0.14906203
IPCA(5),-0.07045104
IPCA(5),0.39272281
IPCA(5),-0.21985008
IPCA(5),0.56945171
IPCA(5),0.05697458
IPCA(5),0.02329827
IPCA(5),-0.17274537
IPCA(5),-0.93891933
IPCA(5),0.37678912
IPCA(5),-0.20142743
IPCA(5),-0.10684907
