oos_return
0.027507
0.007809
0.003557
0.013646
0.025149
-0.035305
0.035811
0.014982
-0.004202
0.001673
0.002672
0.024951
-0.009647
0.011695
-0.007987
-0.023886
0.005019
0.010763
0.006093
-0.004151
0.003191
0.011764
0.000955
0.010233
0.008607
0.006800
0.024523
0.013004
0.012518
-0.005961
-0.004571
-0.008836
-0.018596
0.012989
0.013007
-0.002371
0.008796
0.013849
-0.006032
0.006650
0.030614
0.001927
-0.004629
-0.008307
-0.014491
-0.010811
0.010849
0.009236
0.024060
-0.000113
-0.004964
0.011143
0.004453
-0.009823
0.004568
-0.004001
0.003034
0.000752
0.012090
0.003970
0.002828
0.007563
0.034348
-0.009654
0.019880
0.002935
0.044726
0.011390
0.033762
0.041539
0.048410
0.010125
0.008709
0.007870
0.020375
-0.002269
0.026084
0.000183
0.000569
0.012810
0.006484
-0.006570
-0.006071
0.051850
0.046530
0.034525
0.032436
0.019277
0.006057
0.014857
0.055159
0.006817
0.008090
0.001650
0.021352
-0.001931
0.018477
0.010559
-0.001445
-0.003926
0.011142
0.004474
0.007264
0.005271
0.002767
-0.000461
-0.007039
0.004207
0.015391
-0.008899
0.005443
0.013506
-0.001997
-0.036557
-0.003086
0.004346
-0.038978
-0.026723
0.013578
0.016715
0.013146
0.012706
0.007760
0.010973
0.005970
0.017244
0.017486
0.003644
-0.020259
-0.005298
0.000842
-0.007333
-0.001203
-0.006715
0.012063
-0.007465
0.028271
-0.005670
-0.016700
-0.009696
-0.027935
0.021590
-0.009497
0.002771
