oos_return
0.177727
0.064430
0.049672
0.043501
0.196241
0.204077
-0.093790
-0.081355
0.007676
-0.042945
-0.012535
-0.089009
0.051682
0.009040
0.027812
0.060727
0.020820
-0.067960
-0.102363
-0.019805
0.004172
-0.013227
-0.043250
-0.008888
0.008228
-0.059202
-0.037702
0.000128
-0.002092
-0.024966
0.101316
0.045903
0.009769
0.012840
-0.007853
0.001681
0.016568
0.013155
0.049994
0.047813
0.029281
-0.049458
0.015478
-0.009421
0.008307
0.109067
-0.017153
-0.032640
0.053998
-0.015750
-0.020260
-0.049113
-0.012101
-0.048927
0.001804
-0.004064
-0.026165
-0.056619
0.029370
0.078958
0.005873
0.127375
0.610599
-0.182080
-0.043069
0.009927
0.086800
0.013172
0.174121
0.238868
0.180421
0.120849
0.031785
0.274843
0.216680
-0.144465
0.110057
0.245344
0.145621
0.183536
0.091003
0.374913
0.052671
0.363919
0.063272
-0.136440
-0.172116
-0.083972
0.079101
0.083786
-0.096589
-0.021892
-0.010018
-0.060745
-0.145940
-0.026030
0.010108
0.067245
-0.087124
-0.202191
0.003966
-0.069849
-0.152040
-0.012364
0.081470
0.144431
0.023519
-0.027956
-0.124075
0.046516
-0.075960
-0.111088
0.123195
0.116069
0.001523
0.089421
0.111819
0.301752
-0.091439
-0.045556
-0.098606
-0.007327
-0.017719
-0.096884
0.072161
0.022575
-0.074292
-0.063279
0.019213
-0.058566
-0.120794
-0.052308
-0.029288
-0.018987
0.041956
-0.072396
0.121403
0.072473
0.013505
-0.065485
-0.114441
0.134115
-0.011316
-0.127141
