model,E2
arch,cpz
charset,sy
states,lstm
critic,False
n_features,11
n_windows,12
n_oos_months,144
sharpe_pooled,0.7144
sharpe_mean_win,0.4389
ev,0.4192
oos_r2,-0.2375
rms_alpha_pct,5.9435
max_alpha_pct,29.6391
critic_alpha_pct,
