ticker,year,shares
AMBL,2018,545040671
AMBL,2019,545040671
AMBL,2020,545040671
AMBL,2021,545040671
AMBL,2022,545040671
AMBL,2023,545040671
AMBL,2024,545040671
AMBL,2025,545040671
AMBL,2026,545040671
AMTEX,2013,259430134
AMTEX,2014,259430134
AMTEX,2015,259430134
AMTEX,2016,259430134
AMTEX,2017,259430134
AMTEX,2018,259430134
AMTEX,2019,259430134
AMTEX,2020,259430134
AMTEX,2021,259430134
AMTEX,2022,259430134
AMTEX,2023,258722500
AMTEX,2024,260209434
AMTEX,2025,511511429
AMTEX,2026,259430134
ANL,2013,491525532
ANL,2014,491525532
ANL,2015,491525532
ANL,2016,491525532
ANL,2017,491525532
ANL,2018,491525532
ANL,2019,491525532
ANL,2020,491525532
ANL,2021,491525532
ANL,2022,491525532
ANL,2023,491790301
ANL,2024,492934307
ANL,2025,490771329
ANL,2026,485409731
ANSM,2013,56136657
ANSM,2014,56136657
ANSM,2015,56136657
ANSM,2016,56136657
ANSM,2017,56136657
ANSM,2018,56136657
ANSM,2019,56136657
ANSM,2020,56136657
ANSM,2021,56136657
ANSM,2022,56136657
ANSM,2023,56136657
ANSM,2024,56136657
ANSM,2025,56136657
ANSM,2026,56136657
ANTM,2013,9660000
ANTM,2014,9660000
ANTM,2015,9660000
ANTM,2016,9660000
ANTM,2017,9660000
ANTM,2018,9660000
ANTM,2019,9660000
ANTM,2020,9660000
ANTM,2021,9660000
ANTM,2022,9660000
ANTM,2023,9660000
ANTM,2024,9660000
ANTM,2025,9659459
ANTM,2026,9660000
APL,2013,124413336
APL,2014,124413336
APL,2015,124413336
APL,2016,124413336
APL,2017,124413336
APL,2018,124413336
APL,2019,124413336
APL,2020,124413336
APL,2021,124413336
APL,2022,124413336
APL,2023,124421268
APL,2024,124418309
APL,2025,124417431
APL,2026,124416000
ARM,2013,219911429
ARM,2014,219911429
ARM,2015,219911429
ARM,2016,219911429
ARM,2017,219911429
ARM,2018,219911429
ARM,2019,219911429
ARM,2020,219911429
ARM,2021,220894175
ARM,2022,219911429
ARM,2023,219988321
ARM,2024,219911429
ARM,2025,219911429
ARM,2026,219911429
ARPAK,2013,4000000
ARPAK,2014,4000000
ARPAK,2015,4000000
ARPAK,2016,4000000
ARPAK,2017,4000000
ARPAK,2018,4000000
ARPAK,2019,4000000
ARPAK,2020,4000000
ARPAK,2021,4000000
ARPAK,2022,4000000
ARPAK,2023,4000000
ARPAK,2024,4000000
ARPAK,2025,4000000
ARPAK,2026,4000000
ARPL,2013,34563341
ARPL,2014,34563341
ARPL,2015,34563341
ARPL,2016,34563341
ARPL,2017,34563341
ARPL,2018,34563341
ARPL,2019,34563341
ARPL,2020,34563341
ARPL,2021,34563341
ARPL,2022,34563341
ARPL,2023,34118842
ARPL,2024,34120702
ARPL,2025,34565668
ARPL,2026,34563341
ARUJ,2013,10457890
ARUJ,2014,10457890
ARUJ,2015,10457890
ARUJ,2016,10457890
ARUJ,2017,10457890
ARUJ,2018,10457890
ARUJ,2019,10457890
ARUJ,2020,10457890
ARUJ,2021,10457890
ARUJ,2022,10457890
ARUJ,2023,10457890
ARUJ,2024,10457890
ARUJ,2025,10457890
ARUJ,2026,10457890
ASHT,2013,46565035
ASHT,2014,46565035
ASHT,2015,46565035
ASHT,2016,46565035
ASHT,2017,46565035
ASHT,2018,46565035
ASHT,2019,46565035
ASHT,2020,46565035
ASHT,2021,46565035
ASHT,2022,46565035
ASHT,2023,46565035
ASHT,2024,46443902
ASHT,2025,46107692
ASHT,2026,46565035
ASL,2013,930784821
ASL,2014,930784821
ASL,2015,930784821
ASL,2016,930784821
ASL,2017,930784821
ASL,2018,930784821
ASL,2019,930784821
ASL,2020,930784821
ASL,2021,930784821
ASL,2022,930784821
ASL,2023,930784821
ASL,2024,930784821
ASL,2025,902451181
ASL,2026,930784821
ASTL,2013,337011427
ASTL,2014,337011427
ASTL,2015,337011427
ASTL,2016,337011427
ASTL,2017,337011427
ASTL,2018,337011427
ASTL,2019,337011427
ASTL,2020,337011427
ASTL,2021,337011427
ASTL,2022,337011427
ASTL,2023,337011427
ASTL,2024,337011427
ASTL,2025,297200673
ASTL,2026,337011427
ASTM,2013,15177000
ASTM,2014,15177000
ASTM,2015,15177000
ASTM,2016,15177000
ASTM,2017,15177000
ASTM,2018,15177000
ASTM,2019,15177000
ASTM,2020,15177000
ASTM,2021,15177000
ASTM,2022,15177000
ASTM,2023,15177000
ASTM,2024,15206481
ASTM,2025,15171756
ASTM,2026,15177000
ATBA,2013,35014576
ATBA,2014,35014576
ATBA,2015,35014576
ATBA,2016,35014576
ATBA,2017,35014576
ATBA,2018,35014576
ATBA,2019,35014576
ATBA,2020,35014576
ATBA,2021,35014576
ATBA,2022,35014576
ATBA,2023,35018167
ATBA,2024,35018217
ATBA,2025,35078846
ATBA,2026,35017034
ATIL,2013,149545530
ATIL,2014,149545530
ATIL,2015,149545530
ATIL,2016,149545530
ATIL,2017,149545530
ATIL,2018,149545530
ATIL,2019,149545530
ATIL,2020,149545530
ATIL,2021,149545530
ATIL,2022,149545530
ATIL,2023,149431306
ATIL,2024,149427373
ATIL,2025,149409137
ATIL,2026,149415691
ATLH,2013,124087935
ATLH,2014,124087935
ATLH,2015,124087935
ATLH,2016,124087935
ATLH,2017,124087935
ATLH,2018,124087935
ATLH,2019,124087935
ATLH,2020,124087935
ATLH,2021,124087935
ATLH,2022,124087935
ATLH,2023,124080213
ATLH,2024,124080330
ATLH,2025,124087666
ATLH,2026,124087935
ATRL,2013,106621355
ATRL,2014,106621355
ATRL,2015,106621355
ATRL,2016,106621355
ATRL,2017,106621355
ATRL,2018,106621355
ATRL,2019,106621355
ATRL,2020,106621355
ATRL,2021,106621355
ATRL,2022,106621355
ATRL,2023,106614738
ATRL,2024,106622153
ATRL,2025,106607881
ATRL,2026,106616250
AVN,2013,375933333
AVN,2014,375933333
AVN,2015,375933333
AVN,2016,375933333
AVN,2017,375933333
AVN,2018,375933333
AVN,2019,375933333
AVN,2020,375933333
AVN,2021,375933333
AVN,2022,375933333
AVN,2023,413506870
AVN,2024,393500730
AVN,2025,429864286
AVN,2026,429667346
AWWAL,2013,99478571
AWWAL,2014,99478571
AWWAL,2015,99478571
AWWAL,2016,99478571
AWWAL,2017,99478571
AWWAL,2018,99478571
AWWAL,2019,100345045
AWWAL,2020,99656311
AWWAL,2021,100068293
AWWAL,2022,99478571
AWWAL,2023,99478571
AWWAL,2024,99478571
AWWAL,2025,99478571
AWWAL,2026,99478571
BAFL,2013,3154330238
BAFL,2014,3154330238
BAFL,2015,3154330238
BAFL,2016,3154330238
BAFL,2017,3154330238
BAFL,2018,3154330238
BAFL,2019,3154330238
BAFL,2020,3154330238
BAFL,2021,3154330238
BAFL,2022,3154330238
BAFL,2023,3154330238
BAFL,2024,3154330238
BAFL,2025,3154330238
BAFL,2026,3154330238
BAFS,2013,9450000
BAFS,2014,9450000
BAFS,2015,9450000
BAFS,2016,9450000
BAFS,2017,9450000
BAFS,2018,9450000
BAFS,2019,9450000
BAFS,2020,9450000
BAFS,2021,9450000
BAFS,2022,9450000
BAFS,2023,9450000
BAFS,2024,9445812
BAFS,2025,9450209
BAFS,2026,9450000
BAHL,2013,1111350034
BAHL,2014,1111350034
BAHL,2015,1111350034
BAHL,2016,1111350034
BAHL,2017,1111350034
BAHL,2018,1111350034
BAHL,2019,1111350034
BAHL,2020,1111350034
BAHL,2021,1111350034
BAHL,2022,1111350034
BAHL,2023,1111371145
BAHL,2024,1111295986
BAHL,2025,1111258905
BAHL,2026,1111425419
BAPL,2013,7502510
BAPL,2014,7502510
BAPL,2015,7502510
BAPL,2016,7502510
BAPL,2017,7502510
BAPL,2018,7502510
BAPL,2019,7502510
BAPL,2020,7502510
BAPL,2021,7502510
BAPL,2022,7502510
BAPL,2023,7502510
BAPL,2024,7502510
BAPL,2025,7498485
BAPL,2026,7502510
BATA,2013,7560000
BATA,2014,7560000
BATA,2015,7560000
BATA,2016,7560000
BATA,2017,7560000
BATA,2018,7560000
BATA,2019,7560000
BATA,2020,7560000
BATA,2021,7560000
BATA,2022,7560000
BATA,2023,7559775
BATA,2024,7560132
BATA,2025,7560028
BATA,2026,7560000
BCL,2013,11472529
BCL,2014,11472529
BCL,2015,11472529
BCL,2016,11472529
BCL,2017,11472529
BCL,2018,11472529
BCL,2019,11472529
BCL,2020,11472529
BCL,2021,11472529
BCL,2022,11472529
BCL,2023,11472529
BCL,2024,11433582
BCL,2025,11476499
BCL,2026,11472529
BECO,2013,1249625100
BECO,2014,1249625100
BECO,2015,1249625100
BECO,2016,1249625100
BECO,2017,1249625100
BECO,2018,1249625100
BECO,2019,1249625100
BECO,2020,1249625100
BECO,2021,1249625100
BECO,2022,1249625100
BECO,2023,1249625100
BECO,2024,181448571
BECO,2025,125264045
BECO,2026,1249625100
BERG,2013,24560341
BERG,2014,24560341
BERG,2015,24560341
BERG,2016,24560341
BERG,2017,24560341
BERG,2018,24560341
BERG,2019,24560341
BERG,2020,24560341
BERG,2021,24560341
BERG,2022,24560341
BERG,2023,24546115
BERG,2024,24543697
BERG,2025,24549589
BERG,2026,24551652
BFMOD,2013,7515158
BFMOD,2014,7515158
BFMOD,2015,7515158
BFMOD,2016,7515158
BFMOD,2017,7515158
BFMOD,2018,7515158
BFMOD,2019,7515158
BFMOD,2020,7515158
BFMOD,2021,7515158
BFMOD,2022,7515158
BFMOD,2023,7515158
BFMOD,2024,7553012
BFMOD,2025,7498469
BFMOD,2026,7515158
BGL,2013,638512057
BGL,2014,638512057
BGL,2015,638512057
BGL,2016,638512057
BGL,2017,638512057
BGL,2018,638512057
BGL,2019,638512057
BGL,2020,638512057
BGL,2021,638512057
BGL,2022,638512057
BGL,2023,638512057
BGL,2024,638512057
BGL,2025,638512057
BGL,2026,638512057
BHAT,2013,3040964
BHAT,2014,3040964
BHAT,2015,3040964
BHAT,2016,3040964
BHAT,2017,3040964
BHAT,2018,3040964
BHAT,2019,3040964
BHAT,2020,3040964
BHAT,2021,3040964
BHAT,2022,3040964
BHAT,2023,3000016
BHAT,2024,3000000
BHAT,2025,3041241
BHAT,2026,3040964
BIFO,2013,46391199
BIFO,2014,46391199
BIFO,2015,46391199
BIFO,2016,46391199
BIFO,2017,46391199
BIFO,2018,46391199
BIFO,2019,46391199
BIFO,2020,46391199
BIFO,2021,46391199
BIFO,2022,46391199
BIFO,2023,46387710
BIFO,2024,46387893
BIFO,2025,46367857
BIFO,2026,46382688
BILF,2013,14100000
BILF,2014,14100000
BILF,2015,14100000
BILF,2016,14100000
BILF,2017,14100000
BILF,2018,14100000
BILF,2019,14100000
BILF,2020,14100000
BILF,2021,14100000
BILF,2022,14100000
BILF,2023,14100000
BILF,2024,14100000
BILF,2025,14100000
BILF,2026,14100000
BIPL,2013,1109908750
BIPL,2014,1109908750
BIPL,2015,1109908750
BIPL,2016,1109908750
BIPL,2017,1109908750
BIPL,2018,1109908750
BIPL,2019,1109908750
BIPL,2020,1109908750
BIPL,2021,1109908750
BIPL,2022,1109908750
BIPL,2023,1108945683
BIPL,2024,1109047891
BIPL,2025,1109571534
BIPL,2026,1108703299
BIPLS,2013,100000000
BIPLS,2014,100000000
BIPLS,2015,100000000
BIPLS,2016,100000000
BIPLS,2017,100000000
BIPLS,2018,100000000
BIPLS,2019,100000000
BIPLS,2020,100000000
BIPLS,2021,99850000
BIPLS,2022,100000000
BIPLS,2023,100000000
BIPLS,2024,100000000
BIPLS,2025,100000000
BIPLS,2026,100000000
BNL,2013,668052700
BNL,2014,668052700
BNL,2015,668052700
BNL,2016,668052700
BNL,2017,668052700
BNL,2018,668052700
BNL,2019,668052700
BNL,2020,668052700
BNL,2021,668052700
BNL,2022,668052700
BNL,2023,66807212
BNL,2024,66753299
BNL,2025,66857883
BNL,2026,668052700
BNWM,2013,9506250
BNWM,2014,9506250
BNWM,2015,9506250
BNWM,2016,9506250
BNWM,2017,9506250
BNWM,2018,9506250
BNWM,2019,9506250
BNWM,2020,9506250
BNWM,2021,9506250
BNWM,2022,9506250
BNWM,2023,9506250
BNWM,2024,9506250
BNWM,2025,9506799
BNWM,2026,9506250
BOK,2013,1109424390
BOK,2014,1109424390
BOK,2015,1109424390
BOK,2016,1109424390
BOK,2017,1109424390
BOK,2018,1109424390
BOK,2019,1109424390
BOK,2020,1109424390
BOK,2021,1109424390
BOK,2022,1109424390
BOK,2023,1101669937
BOK,2024,1158692628
BOK,2025,1158518526
BOK,2026,1158054673
BOP,2013,3273174320
BOP,2014,3273174320
BOP,2015,3273174320
BOP,2016,3273174320
BOP,2017,3273174320
BOP,2018,3273174320
BOP,2019,3273174320
BOP,2020,3273174320
BOP,2021,3273174320
BOP,2022,3273174320
BOP,2023,3267776657
BOP,2024,3270259658
BOP,2025,3272613963
BOP,2026,3271569319
BPL,2013,22488900
BPL,2014,22488900
BPL,2015,22488900
BPL,2016,22488900
BPL,2017,22488900
BPL,2018,22488900
BPL,2019,22488900
BPL,2020,22488900
BPL,2021,22488900
BPL,2022,22488900
BPL,2023,22488900
BPL,2024,22553782
BPL,2025,22535878
BPL,2026,22488900
BTL,2013,6432000
BTL,2014,6432000
BTL,2015,6432000
BTL,2016,6432000
BTL,2017,6432000
BTL,2018,6432000
BTL,2019,6432000
BTL,2020,6432000
BTL,2021,6432000
BTL,2022,6432000
BTL,2023,6432000
BTL,2024,6432055
BTL,2025,6431851
BTL,2026,6432000
BUXL,2013,1440000
BUXL,2014,1440000
BUXL,2015,1440000
BUXL,2016,1440000
BUXL,2017,1440000
BUXL,2018,1440000
BUXL,2019,1440000
BUXL,2020,1440000
BUXL,2021,1440000
BUXL,2022,1440000
BUXL,2023,1437543
BUXL,2024,1437566
BUXL,2025,1440947
BUXL,2026,1440000
BWCL,2013,596252783
BWCL,2014,596252783
BWCL,2015,596252783
BWCL,2016,596252783
BWCL,2017,596252783
BWCL,2018,596252783
BWCL,2019,596252783
BWCL,2020,596252783
BWCL,2021,596252783
BWCL,2022,596252783
BWCL,2023,596374022
BWCL,2024,596300346
BWCL,2025,596311044
BWCL,2026,596252783
BWHL,2013,13331498
BWHL,2014,13331498
BWHL,2015,13331498
BWHL,2016,13331498
BWHL,2017,13331498
BWHL,2018,13331498
BWHL,2019,13331498
BWHL,2020,13331498
BWHL,2021,13331498
BWHL,2022,13331498
BWHL,2023,13333920
BWHL,2024,13333241
BWHL,2025,13332573
BWHL,2026,13334250
BYCO,2013,5329884706
BYCO,2014,5329884706
BYCO,2015,5329884706
BYCO,2016,5329884706
BYCO,2017,5329884706
BYCO,2018,5329884706
BYCO,2019,5329884706
BYCO,2020,5340244681
BYCO,2021,5366925373
BYCO,2022,5329884706
BYCO,2023,5329884706
BYCO,2024,5329884706
BYCO,2025,5329884706
BYCO,2026,5329884706
CCM,2013,22657325
CCM,2014,22657325
CCM,2015,22657325
CCM,2016,22657325
CCM,2017,22657325
CCM,2018,22657325
CCM,2019,22657325
CCM,2020,22657325
CCM,2021,22657325
CCM,2022,22657325
CCM,2023,22640039
CCM,2024,22675148
CCM,2025,22375862
CCM,2026,22660123
CENI,2013,55362898
CENI,2014,55362898
CENI,2015,55362898
CENI,2016,55362898
CENI,2017,55362898
CENI,2018,55362898
CENI,2019,55362898
CENI,2020,55362898
CENI,2021,55362898
CENI,2022,55362898
CENI,2023,55330624
CENI,2024,55314286
CENI,2025,55343907
CENI,2026,55326483
CEPB,2013,401712926
CEPB,2014,401712926
CEPB,2015,401712926
CEPB,2016,401712926
CEPB,2017,401712926
CEPB,2018,401712926
CEPB,2019,401712926
CEPB,2020,401712926
CEPB,2021,401712926
CEPB,2022,401712926
CEPB,2023,401437568
CEPB,2024,402217333
CEPB,2025,402994615
CEPB,2026,401712926
CFL,2013,12417876
CFL,2014,12417876
CFL,2015,12417876
CFL,2016,12417876
CFL,2017,12417876
CFL,2018,12417876
CFL,2019,12417876
CFL,2020,12417876
CFL,2021,12417876
CFL,2022,12417876
CFL,2023,12417876
CFL,2024,12418873
CFL,2025,12418401
CFL,2026,12417876
CHAS,2013,28692000
CHAS,2014,28692000
CHAS,2015,28692000
CHAS,2016,28692000
CHAS,2017,28692000
CHAS,2018,28692000
CHAS,2019,28692000
CHAS,2020,28692000
CHAS,2021,28692000
CHAS,2022,28692000
CHAS,2023,28692000
CHAS,2024,28650000
CHAS,2025,28691979
CHAS,2026,28692000
CHBL,2013,115000000
CHBL,2014,115000000
CHBL,2015,115000000
CHBL,2016,115000000
CHBL,2017,115000000
CHBL,2018,115000000
CHBL,2019,115000000
CHBL,2020,115000000
CHBL,2021,115000000
CHBL,2022,115000000
CHBL,2023,115000000
CHBL,2024,115000000
CHBL,2025,115000000
CHBL,2026,115000000
CHCC,2013,194329045
CHCC,2014,194329045
CHCC,2015,194329045
CHCC,2016,194329045
CHCC,2017,194329045
CHCC,2018,194329045
CHCC,2019,194329045
CHCC,2020,194329045
CHCC,2021,194329045
CHCC,2022,194329045
CHCC,2023,194262550
CHCC,2024,194268845
CHCC,2025,194300716
CHCC,2026,194295038
CLOV,2013,389288240
CLOV,2014,389288240
CLOV,2015,389288240
CLOV,2016,389288240
CLOV,2017,389288240
CLOV,2018,389288240
CLOV,2019,389288240
CLOV,2020,389288240
CLOV,2021,389288240
CLOV,2022,389288240
CLOV,2023,389288240
CLOV,2024,31120712
CLOV,2025,38924424
CLOV,2026,389288240
CLVL,2013,72105200
CLVL,2014,72105200
CLVL,2015,72105200
CLVL,2016,72105200
CLVL,2017,72105200
CLVL,2018,72105200
CLVL,2019,72105200
CLVL,2020,72105200
CLVL,2021,72105200
CLVL,2022,72105200
CLVL,2023,72105200
CLVL,2024,60053846
CLVL,2025,59703125
CLVL,2026,72105200
COLG,2013,242773288
COLG,2014,242773288
COLG,2015,242773288
COLG,2016,242773288
COLG,2017,242773288
COLG,2018,242773288
COLG,2019,242773288
COLG,2020,242773288
COLG,2021,242773288
COLG,2022,242773288
COLG,2023,242770382
COLG,2024,243054219
COLG,2025,242772143
COLG,2026,242773288
CPAL,2013,10744413
CPAL,2014,10744413
CPAL,2015,10744413
CPAL,2016,10744413
CPAL,2017,10732653
CPAL,2018,10728254
CPAL,2019,10716489
CPAL,2020,10700000
CPAL,2021,10744413
CPAL,2022,10744413
CPAL,2023,10744413
CPAL,2024,10744413
CPAL,2025,10744413
CPAL,2026,10744413
CPHL,2013,220793056
CPHL,2014,220793056
CPHL,2015,220793056
CPHL,2016,220793056
CPHL,2017,220793056
CPHL,2018,220793056
CPHL,2019,220793056
CPHL,2020,220793056
CPHL,2021,220793056
CPHL,2022,220793056
CPHL,2023,228466667
CPHL,2024,228346301
CPHL,2025,228727949
CPHL,2026,228461200
CPPL,2013,49085865
