symbol,year,field,our_normalized,external,ratio,level,source
ACPL,2024,PAT,3566522.0,3566522.0,1.000,EXACT,dps
ACPL,2024,TA,53174029,53174029.0,1.000,EXACT,sarmaaya
ACPL,2024,TL,31657386,30821136.0,1.027,EXACT,sarmaaya
ACPL,2024,Eq,21516643,21516643.0,1.000,EXACT,sarmaaya
ACPL,2024,CA,12108218,12108218.0,1.000,EXACT,sarmaaya
PABC,2023,Sales,19735901.647,19735902.0,1.000,EXACT,dps
PABC,2023,PAT,5017835.895,5017836.0,1.000,EXACT,dps
SUTM,2025,TA,20109075.279,20162636.0,0.997,EXACT,sarmaaya
SUTM,2025,TL,10957537.559,10901909.0,1.005,EXACT,sarmaaya
SUTM,2025,Eq,9151537.72,9200508.0,0.995,EXACT,sarmaaya
SUTM,2025,CA,11513259.942,11517490.0,1.000,EXACT,sarmaaya
SUTM,2025,COGS,-17754040.561,17813414.0,0.997,EXACT,sarmaaya
SITC,2022,PAT,655638.521,655639.0,1.000,EXACT,dps
PSYL,2024,Sales,13799512,13799512.0,1.000,EXACT,dps
PSYL,2024,PAT,347765,347765.0,1.000,EXACT,dps
PSYL,2024,TA,11160469,11369551.0,0.982,EXACT,sarmaaya
PSYL,2024,TL,6899951,7048053.0,0.979,EXACT,sarmaaya
PSYL,2024,Eq,4260518,4260518.0,1.000,EXACT,sarmaaya
PSYL,2024,CA,7028199,7028199.0,1.000,EXACT,sarmaaya
ANL,2023,Sales,31571122.964,31571123.0,1.000,EXACT,dps
ANL,2023,PAT,1470453.498,1470453.0,1.000,EXACT,dps
PRWM,2023,PAT,153128.824,153129.0,1.000,EXACT,dps
DINT,2022,Sales,31352709.025,31352709.0,1.000,EXACT,dps
TOMCL,2025,Sales,14006100.0,14006065.0,1.000,EXACT,dps
TOMCL,2025,Sales,14006100.0,14006065.0,1.000,EXACT,sarmaaya
TOMCL,2025,COGS,12724500.0,12733474.0,0.999,EXACT,sarmaaya
HAEL,2023,Sales,648203.941,648204.0,1.000,EXACT,dps
SARC,2022,Sales,412689.78,412690.0,1.000,EXACT,dps
AKZO,2016,Sales,5136961,5136961.0,1.000,EXACT,dps
AKZO,2016,PAT,490737,490737.0,1.000,EXACT,dps
BOP,2025,PAT,15937630,15937630.0,1.000,EXACT,dps
BOP,2025,TA,2951683767,2959832577.0,0.997,EXACT,sarmaaya
BOP,2025,TL,2847544343,2856511545.0,0.997,EXACT,sarmaaya
BOP,2025,Eq,104139424,102230643.0,1.019,EXACT,sarmaaya
BOP,2025,PAT,15937630,15393957.0,1.035,EXACT,sarmaaya
NCML,2023,Sales,4161.17,3795.0,1.096,EXACT,dps
ECOP,2024,Sales,6212186,6212186.0,1.000,EXACT,dps
ECOP,2024,PAT,128943,128943.0,1.000,EXACT,dps
ECOP,2024,TA,2961964,3218544.0,0.920,EXACT,sarmaaya
ECOP,2024,TL,1665416,1921907.0,0.867,tight,sarmaaya
ECOP,2024,Eq,1296548,1296548.0,1.000,EXACT,sarmaaya
ECOP,2024,CA,1429543,1429543.0,1.000,EXACT,sarmaaya
SAIF,2024,Sales,12248662,12248662.0,1.000,EXACT,dps
SAIF,2024,PAT,282077.0,282077.0,1.000,EXACT,dps
SAIF,2024,TA,14294335,15101824.0,0.947,EXACT,sarmaaya
SAIF,2024,CA,6322239,6322239.0,1.000,EXACT,sarmaaya
BCML,2018,Sales,1890012,1890012.0,1.000,EXACT,dps
CFL,2025,Sales,4330539.341,4330539.0,1.000,EXACT,dps
CFL,2025,PAT,375905.0,375905.0,1.000,EXACT,dps
CFL,2025,TA,6002158.155,6198466.0,0.968,EXACT,sarmaaya
CFL,2025,TL,2780596.175,2897331.0,0.960,EXACT,sarmaaya
CFL,2025,Eq,3221561.98,3221562.0,1.000,EXACT,sarmaaya
CFL,2025,CA,1615955.755,1615956.0,1.000,EXACT,sarmaaya
CFL,2025,Sales,4330539.341,4330539.0,1.000,EXACT,sarmaaya
CFL,2025,COGS,-4686951.633,4701447.0,0.997,EXACT,sarmaaya
CFL,2025,PAT,375905.0,-775712.0,-0.485,MISMATCH,sarmaaya
ADAMS,2023,Sales,5426394.318,5426394.0,1.000,EXACT,dps
ADAMS,2023,PAT,117517.0,117517.0,1.000,EXACT,dps
SGF,2024,Sales,17391854,17391854.0,1.000,EXACT,dps
SGF,2024,PAT,1105237,1105237.0,1.000,EXACT,dps
SGF,2024,TA,19204997,19443418.0,0.988,EXACT,sarmaaya
SGF,2024,TL,11994082,12242363.0,0.980,EXACT,sarmaaya
SGF,2024,Eq,7210915,7201055.0,1.001,EXACT,sarmaaya
SGF,2024,CA,12213561,12529013.0,0.975,EXACT,sarmaaya
EFERT,2025,Sales,237130786.0,193247740.0,1.227,tight,dps
EFERT,2025,PAT,22628044.0,23770535.0,0.952,EXACT,dps
EFERT,2025,TA,199166075,219409139.0,0.908,EXACT,sarmaaya
EFERT,2025,TL,154418837,174319267.0,0.886,tight,sarmaaya
EFERT,2025,Eq,44747238,44747238.0,1.000,EXACT,sarmaaya
EFERT,2025,CA,96084407,96084407.0,1.000,EXACT,sarmaaya
EFERT,2025,Sales,237130786.0,237130786.0,1.000,EXACT,sarmaaya
EFERT,2025,COGS,-164577790.0,167406559.0,0.983,EXACT,sarmaaya
EFERT,2025,PAT,22628044.0,22628044.0,1.000,EXACT,sarmaaya
QUICE,2024,Sales,903254.935,903255.0,1.000,EXACT,dps
PAEL,2023,Sales,38685112.0,38685112.0,1.000,EXACT,dps
PAEL,2023,PAT,1325089,1325089.0,1.000,EXACT,dps
BTL,2024,PAT,3206701.0,3206701.0,1.000,EXACT,dps
BTL,2024,TA,23032774.754,23032775.0,1.000,EXACT,sarmaaya
BTL,2024,TL,14950212.436,15003437.0,0.996,EXACT,sarmaaya
BTL,2024,Eq,8082562.318,7979902.0,1.013,EXACT,sarmaaya
BTL,2024,CA,15067200.593,15067201.0,1.000,EXACT,sarmaaya
AHL,2023,PAT,184672.102,184672.0,1.000,EXACT,dps
KHTC,2024,CA,9255371.934,9255372.0,1.000,EXACT,sarmaaya
ARM,2020,Sales,3431380.539,3299076.0,1.040,EXACT,dps
QUICE,2023,Sales,838449.449,838449.0,1.000,EXACT,dps
ADOS,2022,Sales,146198.787,146199.0,1.000,EXACT,dps
EPQL,2025,Sales,11888573.0,11888573.0,1.000,EXACT,dps
EPQL,2025,TL,4121951.0,4121951.0,1.000,EXACT,sarmaaya
EPQL,2025,Eq,11631293.0,11631293.0,1.000,EXACT,sarmaaya
EPQL,2025,Sales,11888573.0,11888573.0,1.000,EXACT,sarmaaya
HAL,2016,PAT,32842.879,32843.0,1.000,EXACT,dps
NCPL,2023,Sales,18220811,18220811.0,1.000,EXACT,dps
NCPL,2023,PAT,2503733.0,2503733.0,1.000,EXACT,dps
BCL,2024,TA,987944.468,1015270.0,0.973,EXACT,sarmaaya
BCL,2024,TL,652396.223,679722.0,0.960,EXACT,sarmaaya
BCL,2024,Eq,335548.245,335548.0,1.000,EXACT,sarmaaya
BCL,2024,CA,768392.383,768392.0,1.000,EXACT,sarmaaya
SAZEW,2023,Sales,18174296.868,18174297.0,1.000,EXACT,dps
SAZEW,2023,PAT,995076.624,995077.0,1.000,EXACT,dps
SEARL,2025,Sales,24773372,24773372.0,1.000,EXACT,dps
SEARL,2025,PAT,434038,434038.0,1.000,EXACT,dps
SEARL,2025,TA,44675620,49826340.0,0.897,tight,sarmaaya
SEARL,2025,TL,14435937,16933556.0,0.853,tight,sarmaaya
SEARL,2025,Eq,30239683,32089097.0,0.942,EXACT,sarmaaya
SEARL,2025,CA,23177939,25824766.0,0.898,tight,sarmaaya
SEARL,2025,Sales,24773372,28599834.0,0.866,tight,sarmaaya
SEARL,2025,COGS,-12185186,14688408.0,0.830,tight,sarmaaya
SEARL,2025,PAT,434038,789314.0,0.550,loose,sarmaaya
JDMT,2025,Sales,1523661.0,1523661.0,1.000,EXACT,dps
JDMT,2025,PAT,169836.0,169836.0,1.000,EXACT,dps
IMAGE,2025,Sales,3647663.966,3647663.0,1.000,EXACT,dps
IMAGE,2025,PAT,511493.281,511493.0,1.000,EXACT,dps
IMAGE,2025,CA,7127463.347,4502131.0,1.583,loose,sarmaaya
IMAGE,2025,Sales,3647663.966,4595031.0,0.794,tight,sarmaaya
IMAGE,2025,PAT,511493.281,759724.0,0.673,loose,sarmaaya
OLPL,2025,PAT,1225471.036,1225471.0,1.000,EXACT,dps
OLPL,2025,Sales,5892410.048,8409373.0,0.701,loose,sarmaaya
OLPL,2025,COGS,34171.805,582061.0,0.059,MISMATCH,sarmaaya
OLPL,2025,PAT,1225471.036,1320636.0,0.928,EXACT,sarmaaya
SIEM,2024,Sales,35166298,9697992.0,3.626,MISMATCH,dps
SIEM,2024,PAT,-2048087,970844.0,-2.110,MISMATCH,dps
SIEM,2024,TA,31497512,31500798.0,1.000,EXACT,sarmaaya
SIEM,2024,TL,26100699,26103985.0,1.000,EXACT,sarmaaya
SIEM,2024,Eq,5396813,5396813.0,1.000,EXACT,sarmaaya
CHCC,2025,PAT,8681356.0,8681356.0,1.000,EXACT,dps
CHCC,2025,TA,50553551.0,50553551.0,1.000,EXACT,sarmaaya
CHCC,2025,COGS,-23841181.0,24291728.0,0.981,EXACT,sarmaaya
CHCC,2025,PAT,8681356.0,8681356.0,1.000,EXACT,sarmaaya
NAGC,2024,PAT,77024.988,77025.0,1.000,EXACT,dps
NAGC,2024,TA,12730251.657,12730252.0,1.000,EXACT,sarmaaya
NAGC,2024,TL,8001882.834,8001883.0,1.000,EXACT,sarmaaya
NAGC,2024,Eq,4728368.823,4728369.0,1.000,EXACT,sarmaaya
NAGC,2024,CA,6751388.326,6751388.0,1.000,EXACT,sarmaaya
KOIL,2025,TA,1166244.253,1166445.0,1.000,EXACT,sarmaaya
KOIL,2025,TL,59296.65,413180.0,0.144,WARN,sarmaaya
KOIL,2025,Eq,1106947.603,753265.0,1.470,loose,sarmaaya
KOIL,2025,CA,216940.156,216940.0,1.000,EXACT,sarmaaya
JLICL,2022,PAT,2072051,2072050.0,1.000,EXACT,dps
MFL,2024,Sales,27695667.805,27695668.0,1.000,EXACT,dps
MFL,2024,TA,27539074.997,27570401.0,0.999,EXACT,sarmaaya
MFL,2024,TL,17551453.137,17502088.0,1.003,EXACT,sarmaaya
MFL,2024,Eq,9987621.86,10068312.0,0.992,EXACT,sarmaaya
MFL,2024,CA,15804287.662,15875574.0,0.996,EXACT,sarmaaya
PSX,2025,PAT,1520908,1520908.0,1.000,EXACT,dps
PSX,2025,TA,15000923.0,15482956.0,0.969,EXACT,sarmaaya
PSX,2025,CA,3822452.0,3822052.0,1.000,EXACT,sarmaaya
PSX,2025,Sales,2461436,2461436.0,1.000,EXACT,sarmaaya
PSX,2025,PAT,1520908,1520723.0,1.000,EXACT,sarmaaya
ADOS,2019,Sales,38068.978,38069.0,1.000,EXACT,dps
DWSM,2022,Sales,8454777.216,8454777.0,1.000,EXACT,dps
SGPL,2022,Sales,8317.868,8318.0,1.000,EXACT,dps
ZAHID,2022,Sales,27935802.0,27935802.0,1.000,EXACT,dps
ZAHID,2022,PAT,3977738.0,3977737.0,1.000,EXACT,dps
DADX,2023,Sales,1413449,1413449.0,1.000,EXACT,dps
FECTC,2023,PAT,286703.0,286703.0,1.000,EXACT,dps
NML,2022,Sales,115768065,115768065.0,1.000,EXACT,dps
NML,2022,PAT,10311674,10311674.0,1.000,EXACT,dps
FIMM,2023,Sales,1668528.532,1668529.0,1.000,EXACT,dps
GAIL,2018,Sales,192227.417,192037.0,1.001,EXACT,dps
SBL,2024,PAT,699332,699332.0,1.000,EXACT,dps
SBL,2024,TA,182485989,182546342.0,1.000,EXACT,sarmaaya
SBL,2024,TL,165260803,165321156.0,1.000,EXACT,sarmaaya
SBL,2024,Eq,17225186,17225186.0,1.000,EXACT,sarmaaya
TOWL,2024,Sales,12314921.073,12314921.0,1.000,EXACT,dps
HMM,2021,PAT,16259.245,16259.0,1.000,EXACT,dps
FNEL,2025,TA,1716315.987,1860214.0,0.923,EXACT,sarmaaya
FNEL,2025,TL,634374.642,778273.0,0.815,tight,sarmaaya
FNEL,2025,CA,346989.69,346990.0,1.000,EXACT,sarmaaya
JVDC,2023,Sales,16827214,16827214.0,1.000,EXACT,dps
JVDC,2023,PAT,6741951,6741951.0,1.000,EXACT,dps
CEPB,2025,Sales,37280573,37280573.0,1.000,EXACT,dps
CEPB,2025,PAT,523893.0,523893.0,1.000,EXACT,dps
CEPB,2025,TA,29901810,30914160.0,0.967,EXACT,sarmaaya
CEPB,2025,TL,16486413,17409563.0,0.947,EXACT,sarmaaya
CEPB,2025,Eq,13415397,13415397.0,1.000,EXACT,sarmaaya
CEPB,2025,CA,18928184,18928184.0,1.000,EXACT,sarmaaya
CEPB,2025,Sales,37280573,37280573.0,1.000,EXACT,sarmaaya
CEPB,2025,COGS,-34617073,34732559.0,0.997,EXACT,sarmaaya
CEPB,2025,PAT,523893.0,-345422.0,-1.517,MISMATCH,sarmaaya
UPFL,2023,Sales,34586732,34586732.0,1.000,EXACT,dps
UPFL,2023,PAT,9744030,9744030.0,1.000,EXACT,dps
NONS,2023,Sales,9280031,9280031.0,1.000,EXACT,dps
NONS,2023,PAT,419313,464007.0,0.904,EXACT,dps
JDMT,2022,Sales,7155722,7155722.0,1.000,EXACT,dps
GSKCH,2018,Sales,14875267.507,14875268.0,1.000,EXACT,dps
GSKCH,2018,PAT,1074551.943,1074553.0,1.000,EXACT,dps
PRWM,2022,PAT,349904.297,349904.0,1.000,EXACT,dps
PGLC,2022,PAT,146970.027,146979.0,1.000,EXACT,dps
DADX,2025,Sales,780943,780943.0,1.000,EXACT,dps
DADX,2025,TA,2873304,3235030.0,0.888,tight,sarmaaya
DADX,2025,TL,2438500,2800226.0,0.871,tight,sarmaaya
DADX,2025,Eq,434804,434804.0,1.000,EXACT,sarmaaya
DADX,2025,CA,530069,530069.0,1.000,EXACT,sarmaaya
DADX,2025,Sales,780943,780943.0,1.000,EXACT,sarmaaya
DADX,2025,COGS,-826617,854274.0,0.968,EXACT,sarmaaya
DADX,2025,PAT,-407047,-407047.0,1.000,EXACT,sarmaaya
ENGRO,2022,PAT,21196420.0,21196420.0,1.000,EXACT,dps
KEL,2021,Sales,325048549,325048549.0,1.000,EXACT,dps
KEL,2021,TA,835677422,200387209.0,4.170,WARN,sarmaaya
KEL,2021,TL,611725906,200387209.0,3.053,WARN,sarmaaya
KEL,2021,Eq,223951516,200387209.0,1.118,tight,sarmaaya
KEL,2021,CA,408024316,200387209.0,2.036,loose,sarmaaya
PHDL,2024,Sales,728524,728524.0,1.000,EXACT,dps
PHDL,2024,PAT,446877,446877.0,1.000,EXACT,dps
CCM,2025,Sales,5573501.0,5573501.0,1.000,EXACT,dps
CCM,2025,PAT,6489.0,6489.0,1.000,EXACT,dps
CCM,2025,TA,8410512,9089906.0,0.925,EXACT,sarmaaya
CCM,2025,TL,2143395,2294597.0,0.934,EXACT,sarmaaya
CCM,2025,Eq,6271117,6616495.0,0.948,EXACT,sarmaaya
CCM,2025,CA,2955889,3187926.0,0.927,EXACT,sarmaaya
CCM,2025,Sales,5573501.0,5982332.0,0.932,EXACT,sarmaaya
CCM,2025,COGS,-5141580.0,5551809.0,0.926,EXACT,sarmaaya
CCM,2025,PAT,6489.0,2171.0,2.989,WARN,sarmaaya
CYAN,2024,TA,2234384,2262869.0,0.987,EXACT,sarmaaya
CYAN,2024,TL,265962,294447.0,0.903,EXACT,sarmaaya
CYAN,2024,Eq,1968422,1968422.0,1.000,EXACT,sarmaaya
CYAN,2024,CA,1450671,1450671.0,1.000,EXACT,sarmaaya
SHDT,2022,Sales,5297444,5297444.0,1.000,EXACT,dps
ARM,2021,PAT,227521.0,227521.0,1.000,EXACT,dps
JSGCL,2022,PAT,76121.264,76121.0,1.000,EXACT,dps
GHGL,2025,TA,52436257.665,52726006.0,0.995,EXACT,sarmaaya
GHGL,2025,TL,13541644.033,13831392.0,0.979,EXACT,sarmaaya
GHGL,2025,Eq,38894613.632,38894614.0,1.000,EXACT,sarmaaya
GHGL,2025,CA,30501097.899,30501098.0,1.000,EXACT,sarmaaya
GHGL,2025,COGS,-33309083.408,33842868.0,0.984,EXACT,sarmaaya
MSOT,2025,Sales,59201769,59201769.0,1.000,EXACT,dps
MSOT,2025,PAT,131279,131279.0,1.000,EXACT,dps
MSOT,2025,TA,54310797,54563538.0,0.995,EXACT,sarmaaya
MSOT,2025,TL,37171466,39746936.0,0.935,EXACT,sarmaaya
MSOT,2025,Eq,17139331,14816602.0,1.157,tight,sarmaaya
MSOT,2025,CA,38403772,38403772.0,1.000,EXACT,sarmaaya
MSOT,2025,Sales,59201769,59201769.0,1.000,EXACT,sarmaaya
MSOT,2025,COGS,-50181120,50388720.0,0.996,EXACT,sarmaaya
MSOT,2025,PAT,131279,131279.0,1.000,EXACT,sarmaaya
LPGL,2025,Sales,1628612,1628612.0,1.000,EXACT,dps
MLCF,2023,Sales,62075259,62075259.0,1.000,EXACT,dps
MLCF,2023,PAT,4491669,4491670.0,1.000,EXACT,dps
MLCF,2024,Sales,66452348.0,66452348.0,1.000,EXACT,dps
MLCF,2024,PAT,5272527.0,5272527.0,1.000,EXACT,dps
SANSM,2024,Sales,5415294,5415294.0,1.000,EXACT,dps
SANSM,2024,PAT,104883.0,104883.0,1.000,EXACT,dps
SANSM,2024,TA,5308643,5511179.0,0.963,EXACT,sarmaaya
SANSM,2024,TL,3399719,3602255.0,0.944,EXACT,sarmaaya
SANSM,2024,Eq,1908924,1908924.0,1.000,EXACT,sarmaaya
SANSM,2024,CA,1882399,1882399.0,1.000,EXACT,sarmaaya
PAKMI,2019,PAT,514.0,514.0,1.000,EXACT,dps
ATRL,2022,Sales,261983815,261983815.0,1.000,EXACT,dps
SPWL,2025,PAT,336104.0,336104.0,1.000,EXACT,dps
SPWL,2025,TA,17138812.313,17138812.0,1.000,EXACT,sarmaaya
SPWL,2025,Eq,10410991.948,10410992.0,1.000,EXACT,sarmaaya
SPWL,2025,CA,6180041.213,6180041.0,1.000,EXACT,sarmaaya
SPWL,2025,COGS,-8924933.279,8957720.0,0.996,EXACT,sarmaaya
SPWL,2025,PAT,336104.0,-38448.0,-8.742,MISMATCH,sarmaaya
GADT,2023,Sales,57997240,57997240.0,1.000,EXACT,dps
GADT,2023,PAT,3291867,3291867.0,1.000,EXACT,dps
ARPL,2023,Sales,34900100.0,30012733.0,1.163,tight,dps
FZCM,2022,Sales,65406262,65406262.0,1.000,EXACT,dps
FZCM,2022,PAT,4610255,4610255.0,1.000,EXACT,dps
SNGP,2024,Sales,1532911219,1532911219.0,1.000,EXACT,dps
SNGP,2024,PAT,18976540,18976540.0,1.000,EXACT,dps
SNGP,2024,TA,1642407924,1679697445.0,0.978,EXACT,sarmaaya
SNGP,2024,Eq,64192818.0,64192818.0,1.000,EXACT,sarmaaya
SNGP,2024,CA,1323680958,1323680958.0,1.000,EXACT,sarmaaya
TPLI,2022,PAT,18263.547,18264.0,1.000,EXACT,dps
SAIF,2025,Sales,11593946,11593946.0,1.000,EXACT,dps
SAIF,2025,PAT,11566.0,11566.0,1.000,EXACT,dps
SAIF,2025,TA,14321175,15210411.0,0.942,EXACT,sarmaaya
SAIF,2025,TL,10573965,11459007.0,0.923,EXACT,sarmaaya
SAIF,2025,Eq,3747210,3747210.0,1.000,EXACT,sarmaaya
SAIF,2025,CA,6654355,6654355.0,1.000,EXACT,sarmaaya
SAIF,2025,Sales,11593946,11593946.0,1.000,EXACT,sarmaaya
SAIF,2025,COGS,-10360442,10369473.0,0.999,EXACT,sarmaaya
SAIF,2025,PAT,11566.0,-388321.0,-0.030,MISMATCH,sarmaaya
PTC,2023,PAT,9390543,9390543.0,1.000,EXACT,dps
AGL,2025,Sales,35880000,35880378.0,1.000,EXACT,dps
AGL,2025,PAT,2894835.434,2894835.0,1.000,EXACT,dps
AGL,2025,TA,92844000,99551593.0,0.933,EXACT,sarmaaya
AGL,2025,TL,73895000,80602131.0,0.917,EXACT,sarmaaya
AGL,2025,Eq,18949000,18949462.0,1.000,EXACT,sarmaaya
AGL,2025,CA,21582000,21582159.0,1.000,EXACT,sarmaaya
AGL,2025,Sales,35880000,35880379.0,1.000,EXACT,sarmaaya
AGL,2025,COGS,-29838000,30007269.0,0.994,EXACT,sarmaaya
AGL,2025,PAT,2894835.434,2894835.0,1.000,EXACT,sarmaaya
FFC,2025,Sales,432410443,432410443.0,1.000,EXACT,dps
FFC,2025,PAT,73564267,73564267.0,1.000,EXACT,dps
FFC,2025,TA,437485133,613298162.0,0.713,loose,sarmaaya
FFC,2025,TL,301901608,348444988.0,0.866,tight,sarmaaya
FFC,2025,Eq,135583525,259867266.0,0.522,loose,sarmaaya
FFC,2025,CA,275652281,327864310.0,0.841,tight,sarmaaya
FFC,2025,Sales,432410443,483807560.0,0.894,tight,sarmaaya
FFC,2025,COGS,-301799729,342179101.0,0.882,tight,sarmaaya
FFC,2025,PAT,73564267,83170819.0,0.884,tight,sarmaaya
DFSM,2025,Sales,219248.591,219249.0,1.000,EXACT,dps
IBFL,2024,CA,111818000.0,50158159.0,2.229,loose,sarmaaya
NAGC,2022,PAT,1812561.926,1812562.0,1.000,EXACT,dps
SGF,2025,Sales,19886480,19886480.0,1.000,EXACT,dps
SGF,2025,PAT,1935040,1935040.0,1.000,EXACT,dps
SGF,2025,TA,20679460,20939669.0,0.988,EXACT,sarmaaya
SGF,2025,TL,12284805.0,12548658.0,0.979,EXACT,sarmaaya
SGF,2025,Eq,8394655,8391011.0,1.000,EXACT,sarmaaya
SGF,2025,CA,10659681,10995345.0,0.969,EXACT,sarmaaya
SGF,2025,Sales,19886480,19935066.0,0.998,EXACT,sarmaaya
SGF,2025,COGS,-16428271,16061057.0,1.023,EXACT,sarmaaya
SGF,2025,PAT,1935040,1937230.0,0.999,EXACT,sarmaaya
BYCO,2018,Sales,166290362,166290362.0,1.000,EXACT,dps
NSRM,2024,TL,711542.752,719115.0,0.989,EXACT,sarmaaya
NSRM,2024,Eq,1470861.314,1470861.0,1.000,EXACT,sarmaaya
SERT,2022,Sales,1341765.0,1341765.0,1.000,EXACT,dps
PACE,2025,Sales,1166876,1166876.0,1.000,EXACT,dps
PACE,2025,PAT,526690.0,526690.0,1.000,EXACT,dps
PACE,2025,TA,7517672,16442206.999999998,0.457,loose,sarmaaya
PACE,2025,TL,8735924,11558141.0,0.756,tight,sarmaaya
PACE,2025,Eq,-1218252,780529.0,-1.561,MISMATCH,sarmaaya
PACE,2025,CA,2356556,5533805.0,0.426,loose,sarmaaya
PACE,2025,Sales,1166876,1601853.0,0.728,loose,sarmaaya
PACE,2025,COGS,-702372,1460968.0,0.481,loose,sarmaaya
PACE,2025,PAT,526690.0,-317773.0,-1.657,MISMATCH,sarmaaya
NICL,2023,PAT,1837650.319,1837650.0,1.000,EXACT,dps
FANM,2025,PAT,2413.07,2413.0,1.000,EXACT,dps
SFL,2023,Sales,46446990.548,46446991.0,1.000,EXACT,dps
SFL,2023,PAT,5120786.78,5120787.0,1.000,EXACT,dps
PKGP,2022,Sales,45833179,45833179.0,1.000,EXACT,dps
AIRLINK,2025,TA,38453351.018,63902520.0,0.602,loose,sarmaaya
AIRLINK,2025,TL,24009398.774,46658376.0,0.515,loose,sarmaaya
AIRLINK,2025,Eq,14443952.244,17244144.0,0.838,tight,sarmaaya
AIRLINK,2025,CA,28339065.887,50457439.0,0.562,loose,sarmaaya
BHAT,2024,Sales,33057244.654,33057245.0,1.000,EXACT,dps
BHAT,2024,TA,26664941.156,26664941.0,1.000,EXACT,sarmaaya
BHAT,2024,TL,15801827.474,15250496.0,1.036,EXACT,sarmaaya
BHAT,2024,Eq,10863113.682,10682495.0,1.017,EXACT,sarmaaya
BHAT,2024,CA,17548239.301,17548239.0,1.000,EXACT,sarmaaya
TRPOL,2019,Sales,386812.277,386812.0,1.000,EXACT,dps
TRPOL,2019,PAT,52671.854,52672.0,1.000,EXACT,dps
PINL,2024,TA,3005670,3005670.0,1.000,EXACT,sarmaaya
PINL,2024,TL,1743389,1806619.0,0.965,EXACT,sarmaaya
PINL,2024,Eq,1199051,1199051.0,1.000,EXACT,sarmaaya
NCPL,2025,Sales,5566149,5566149.0,1.000,EXACT,dps
NCPL,2025,PAT,4912312.0,4912312.0,1.000,EXACT,dps
NCPL,2025,TA,24332254,24332254.0,1.000,EXACT,sarmaaya
NCPL,2025,TL,1105234,1105234.0,1.000,EXACT,sarmaaya
NCPL,2025,Eq,23227020,23227020.0,1.000,EXACT,sarmaaya
NCPL,2025,CA,15744879,15744879.0,1.000,EXACT,sarmaaya
NCPL,2025,Sales,5566149,5566149.0,1.000,EXACT,sarmaaya
NCPL,2025,COGS,-3409627,3461293.0,0.985,EXACT,sarmaaya
NCPL,2025,PAT,4912312.0,-3375920.0,-1.455,MISMATCH,sarmaaya
PRL,2024,Sales,305539679,305539679.0,1.000,EXACT,dps
PRL,2024,PAT,1824967.0,1824967.0,1.000,EXACT,dps
PRL,2024,CA,77148576.0,77148576.0,1.000,EXACT,sarmaaya
ATRL,2024,Sales,382916673,382916673.0,1.000,EXACT,dps
ATRL,2024,PAT,25243861,25243861.0,1.000,EXACT,dps
ATRL,2024,TA,214088133,229840986.0,0.931,EXACT,sarmaaya
ATRL,2024,CA,136229582,136447455.0,0.998,EXACT,sarmaaya
LPL,2025,TA,11731576,11731576.0,1.000,EXACT,sarmaaya
LPL,2025,TL,189208,189208.0,1.000,EXACT,sarmaaya
LPL,2025,Eq,11542368,11542368.0,1.000,EXACT,sarmaaya
LPL,2025,CA,9843597,9843597.0,1.000,EXACT,sarmaaya
ANTM,2024,Sales,3460089,3460089.0,1.000,EXACT,dps
JSML,2022,Sales,5180431.166,5180431.0,1.000,EXACT,dps
JSML,2022,PAT,127721.139,127721.0,1.000,EXACT,dps
EMCO,2022,Sales,2586227.053,2586227.0,1.000,EXACT,dps
SINDM,2022,PAT,66313.222,66313.0,1.000,EXACT,dps
TGL,2025,TA,27822985.945,27908017.0,0.997,EXACT,sarmaaya
TGL,2025,TL,5403120.503,5488152.0,0.985,EXACT,sarmaaya
TGL,2025,Eq,22419865.442,22419865.0,1.000,EXACT,sarmaaya
TGL,2025,CA,13232575.306,13232575.0,1.000,EXACT,sarmaaya
TGL,2025,Sales,33561951.336,33561951.0,1.000,EXACT,sarmaaya
TGL,2025,COGS,-23147260.545,23635506.0,0.979,EXACT,sarmaaya
SINDM,2024,PAT,201330.52,201331.0,1.000,EXACT,dps
SIEM,2023,Sales,29351725,29351725.0,1.000,EXACT,dps
SIEM,2023,PAT,970844,1680849.0,0.578,loose,dps
COLG,2023,Sales,91459504,91459504.0,1.000,EXACT,dps
COLG,2023,PAT,10409994,10409994.0,1.000,EXACT,dps
ARUJ,2023,Sales,857996.198,857996.0,1.000,EXACT,dps
INKL,2025,Sales,1210573.713,1210573.0,1.000,EXACT,dps
INKL,2025,PAT,30858.562,30859.0,1.000,EXACT,dps
PMRS,2025,Sales,1981322,1981322.0,1.000,EXACT,dps
PMRS,2025,PAT,72984.0,72984.0,1.000,EXACT,dps
PMRS,2025,TA,5289618,41850405.0,0.126,WARN,sarmaaya
PMRS,2025,TL,4004209,30042505.0,0.133,WARN,sarmaaya
PMRS,2025,Eq,1285409,4374835.0,0.294,WARN,sarmaaya
PMRS,2025,CA,1718998,14012020.0,0.123,WARN,sarmaaya
PMRS,2025,Sales,1981322,29861424.0,0.066,MISMATCH,sarmaaya
PMRS,2025,COGS,1977691,28556702.0,0.069,MISMATCH,sarmaaya
PMRS,2025,PAT,72984.0,-2292905.0,-0.032,MISMATCH,sarmaaya
JSML,2023,Sales,6925893,6925893.0,1.000,EXACT,dps
JSML,2023,PAT,212233,212233.0,1.000,EXACT,dps
