symbol,year,field,our_normalized,external,ratio,level,source
PKGS,2024,PAT,1912340.0,1912340.0,1.000,EXACT,dps
IBLHL,2024,Sales,3603359,3603359.0,1.000,EXACT,dps
IBLHL,2024,TA,3326758.0,3326758.0,1.000,EXACT,sarmaaya
IBLHL,2024,CA,2737757.0,2714096.0,1.009,EXACT,sarmaaya
ATIL,2024,TA,18090049,17047851.0,1.061,EXACT,sarmaaya
ATIL,2024,TL,9922663,8880465.0,1.117,tight,sarmaaya
ATIL,2024,Eq,8167386,8164386.0,1.000,EXACT,sarmaaya
POML,2023,Sales,9844949.849,9844950.0,1.000,EXACT,dps
ASL,2022,Sales,64830418,64830418.0,1.000,EXACT,dps
SEARL,2022,Sales,17737282,17737282.0,1.000,EXACT,dps
MEHT,2025,Sales,57071382.737,57071382.0,1.000,EXACT,dps
MEHT,2025,CA,31610181.052,29812345.0,1.060,EXACT,sarmaaya
MEHT,2025,Sales,57071382.737,57071383.0,1.000,EXACT,sarmaaya
MEHT,2025,COGS,-49107864.833,49320119.0,0.996,EXACT,sarmaaya
ZIL,2022,Sales,4061842,4061842.0,1.000,EXACT,dps
ZIL,2022,PAT,23376,23376.0,1.000,EXACT,dps
RUPL,2023,Sales,11526866,11526866.0,1.000,EXACT,dps
FCIBL,2022,PAT,8189.45,8189.0,1.000,EXACT,dps
AKBL,2024,PAT,21256555,21022671.0,1.011,EXACT,dps
AKBL,2024,TA,2501381696,2501381696.0,1.000,EXACT,sarmaaya
AKBL,2024,TL,2378971408,2378971408.0,1.000,EXACT,sarmaaya
AKBL,2024,Eq,97695661,121940948.0,0.801,tight,sarmaaya
ARPL,2024,Sales,24773123,24773123.0,1.000,EXACT,dps
ARPL,2024,PAT,1244382.0,1244382.0,1.000,EXACT,dps
ARPL,2024,TA,14303230,14730508.0,0.971,EXACT,sarmaaya
ARPL,2024,TL,10525662,10952940.0,0.961,EXACT,sarmaaya
ARPL,2024,Eq,3777568,3777568.0,1.000,EXACT,sarmaaya
ARPL,2024,CA,11657170,11657170.0,1.000,EXACT,sarmaaya
ABOT,2024,Sales,68177197,68177197.0,1.000,EXACT,dps
ABOT,2024,PAT,5234233,5234233.0,1.000,EXACT,dps
ABOT,2024,TA,37651158,37963704.0,0.992,EXACT,sarmaaya
ABOT,2024,Eq,23724636.0,23724636.0,1.000,EXACT,sarmaaya
ABOT,2024,CA,23261662,23261662.0,1.000,EXACT,sarmaaya
MERIT,2024,Sales,6638477.368,6638477.0,1.000,EXACT,dps
MERIT,2024,TA,5327782.703,5327783.0,1.000,EXACT,sarmaaya
MERIT,2024,TL,2403870.141,2403870.0,1.000,EXACT,sarmaaya
MERIT,2024,Eq,2923912.562,2923913.0,1.000,EXACT,sarmaaya
MERIT,2024,CA,2253834.468,2253834.0,1.000,EXACT,sarmaaya
HINOON,2023,PAT,2403013.904,2403014.0,1.000,EXACT,dps
FCEPL,2024,PAT,2203128.0,2203128.0,1.000,EXACT,dps
FCEPL,2024,TA,41675271,43659945.0,0.955,EXACT,sarmaaya
FCEPL,2024,CA,23138444,23138444.0,1.000,EXACT,sarmaaya
AGIC,2024,PAT,655900.0,655900.0,1.000,EXACT,dps
ILTM,2018,Sales,6303217.062,6303217.0,1.000,EXACT,dps
ILTM,2018,PAT,12517.0,12517.0,1.000,EXACT,dps
KML,2024,TA,24868398.263,24868398.0,1.000,EXACT,sarmaaya
KML,2024,TL,14916355.584,14785953.0,1.009,EXACT,sarmaaya
KML,2024,Eq,9952042.679,9952043.0,1.000,EXACT,sarmaaya
KML,2024,CA,12970402.13,12970402.0,1.000,EXACT,sarmaaya
FABL,2023,PAT,20045939,20045939.0,1.000,EXACT,dps
KOHC,2025,PAT,11575154.071,11575154.0,1.000,EXACT,dps
KOHC,2025,TA,66794311.768,66794312.00000001,1.000,EXACT,sarmaaya
KOHC,2025,CA,38614792.494,38614792.0,1.000,EXACT,sarmaaya
KOHC,2025,COGS,-22814094.271,23536710.0,0.969,EXACT,sarmaaya
KOHC,2025,PAT,11575154.071,11575154.0,1.000,EXACT,sarmaaya
ITTEFAQ,2024,Sales,2271682.864,2271683.0,1.000,EXACT,dps
JOPP,2022,Sales,86580,86580.0,1.000,EXACT,dps
KOHE,2023,Sales,12583137,12583137.0,1.000,EXACT,dps
KOHE,2023,PAT,1573467,1573467.0,1.000,EXACT,dps
ARPL,2022,Sales,25154026,25154026.0,1.000,EXACT,dps
CHBL,2024,Sales,3342302.314,3342302.0,1.000,EXACT,dps
ADOS,2020,Sales,73893.573,73894.0,1.000,EXACT,dps
CFL,2023,Sales,6847571.401,6847571.0,1.000,EXACT,dps
COLG,2024,TA,56661966.0,56875936.0,0.996,EXACT,sarmaaya
COLG,2024,TL,21772056.0,21753012.0,1.001,EXACT,sarmaaya
COLG,2024,CA,47609617.0,47609617.0,1.000,EXACT,sarmaaya
SHEL,2022,Sales,412699059.0,412699059.0,1.000,EXACT,dps
SHEL,2022,PAT,4466855.0,4466855.0,1.000,EXACT,dps
SINDM,2025,PAT,180113.788,180114.0,1.000,EXACT,dps
GGGL,2023,Sales,2070887.334,2070887.0,1.000,EXACT,dps
SNGP,2022,Sales,1293677464,1293677464.0,1.000,EXACT,dps
SNGP,2022,PAT,10366231,10366231.0,1.000,EXACT,dps
PRWM,2024,PAT,86654.801,86655.0,1.000,EXACT,dps
PRWM,2024,TA,7191934.358,7455765.0,0.965,EXACT,sarmaaya
PRWM,2024,TL,4862806.392,5126637.0,0.949,EXACT,sarmaaya
PRWM,2024,Eq,2329127.966,2329128.0,1.000,EXACT,sarmaaya
PRWM,2024,CA,3995759.2,3995759.0,1.000,EXACT,sarmaaya
EPQL,2023,PAT,2511119.0,2511119.0,1.000,EXACT,dps
FFBL,2023,Sales,193063909,193063909.0,1.000,EXACT,dps
FFBL,2023,PAT,4402937,4402937.0,1.000,EXACT,dps
FFBL,2023,TA,145871787,198653928.0,0.734,loose,sarmaaya
FFBL,2023,CA,110704851,126875627.0,0.873,tight,sarmaaya
ANL,2025,Sales,40605013.232,40605013.0,1.000,EXACT,dps
ANL,2025,PAT,701802.854,701803.0,1.000,EXACT,dps
ANL,2025,TA,29223516.97,29439756.0,0.993,EXACT,sarmaaya
ANL,2025,TL,14419488.254,14635727.0,0.985,EXACT,sarmaaya
ANL,2025,Eq,14804028.716,14804029.0,1.000,EXACT,sarmaaya
ANL,2025,CA,16842878.878,16842879.0,1.000,EXACT,sarmaaya
ANL,2025,Sales,40605013.232,40605013.0,1.000,EXACT,sarmaaya
ANL,2025,COGS,-35625252.649,35815498.0,0.995,EXACT,sarmaaya
ANL,2025,PAT,701802.854,701803.0,1.000,EXACT,sarmaaya
NRSL,2023,Sales,9370907.642,9370908.0,1.000,EXACT,dps
MTL,2025,Sales,52108997,52108997.0,1.000,EXACT,dps
MTL,2025,PAT,6372928,6372928.0,1.000,EXACT,dps
MTL,2025,TA,32988591,35080695.0,0.940,EXACT,sarmaaya
MTL,2025,CA,24974383,26649650.0,0.937,EXACT,sarmaaya
MTL,2025,Sales,52108997,53347603.0,0.977,EXACT,sarmaaya
MTL,2025,COGS,-38241906,39496999.0,0.968,EXACT,sarmaaya
MTL,2025,PAT,6372928,6357985.0,1.002,EXACT,sarmaaya
AKDHL,2024,TA,32128.0,32128.0,1.000,EXACT,sarmaaya
AKDHL,2024,CA,16517.0,16517.0,1.000,EXACT,sarmaaya
GWLC,2025,Sales,19620351,19620351.0,1.000,EXACT,dps
GWLC,2025,PAT,2204744,2204744.0,1.000,EXACT,dps
GWLC,2025,TA,38680762.0,38759612.0,0.998,EXACT,sarmaaya
GWLC,2025,CA,9474420.0,9474420.0,1.000,EXACT,sarmaaya
GWLC,2025,Sales,19620351,19620351.0,1.000,EXACT,sarmaaya
GWLC,2025,COGS,-15034236,15259167.0,0.985,EXACT,sarmaaya
GWLC,2025,PAT,2204744,2204744.0,1.000,EXACT,sarmaaya
STJT,2025,Sales,6619681,6619681.0,1.000,EXACT,dps
STJT,2025,Sales,6619681,6623019.0,0.999,EXACT,sarmaaya
STJT,2025,COGS,-5971947,5989610.0,0.997,EXACT,sarmaaya
STJT,2025,PAT,110983,110983.0,1.000,EXACT,sarmaaya
DSML,2022,PAT,21112.0,21112.0,1.000,EXACT,dps
SML,2025,Sales,5515540,5515540.0,1.000,EXACT,dps
SML,2025,TA,19375236,26577681.0,0.729,loose,sarmaaya
SML,2025,TL,12047887,17616487.0,0.684,loose,sarmaaya
SML,2025,Eq,7327349,7259936.0,1.009,EXACT,sarmaaya
SML,2025,CA,1615836,4028704.0,0.401,loose,sarmaaya
SML,2025,Sales,5515540,13997780.0,0.394,WARN,sarmaaya
SML,2025,COGS,-7259249,15375884.0,0.472,loose,sarmaaya
SML,2025,PAT,-2592804,-2646333.0,0.980,EXACT,sarmaaya
ITTEFAQ,2025,Sales,2651935.301,2651935.0,1.000,EXACT,dps
ITTEFAQ,2025,PAT,147722.0,147722.0,1.000,EXACT,dps
FML,2023,PAT,8969458,8969458.0,1.000,EXACT,dps
BUXL,2025,Sales,587141.0,587141.0,1.000,EXACT,dps
BUXL,2025,TA,626373,626373.0,1.000,EXACT,sarmaaya
BUXL,2025,TL,443047,443047.0,1.000,EXACT,sarmaaya
BUXL,2025,Eq,183326,183326.0,1.000,EXACT,sarmaaya
BUXL,2025,CA,429589,429589.0,1.000,EXACT,sarmaaya
BUXL,2025,Sales,587141.0,587141.0,1.000,EXACT,sarmaaya
BUXL,2025,COGS,-475257,475749.0,0.999,EXACT,sarmaaya
FTMM,2023,Sales,3911423,3911423.0,1.000,EXACT,dps
SHEZ,2022,Sales,8169271,8169271.0,1.000,EXACT,dps
FEROZ,2022,Sales,7806414.315,7806414.0,1.000,EXACT,dps
FEROZ,2022,PAT,514148.873,514149.0,1.000,EXACT,dps
ICL,2022,Sales,15681372.0,15681372.0,1.000,EXACT,dps
ICL,2022,PAT,414539,414539.0,1.000,EXACT,dps
QUICE,2022,Sales,532238.8,532239.0,1.000,EXACT,dps
NRL,2025,PAT,9079013.0,9079013.0,1.000,EXACT,dps
NRL,2025,TA,149495621,149495621.0,1.000,EXACT,sarmaaya
NRL,2025,TL,99179240,99179240.0,1.000,EXACT,sarmaaya
NRL,2025,Eq,50316381,50316381.0,1.000,EXACT,sarmaaya
NRL,2025,CA,64954339,64954339.0,1.000,EXACT,sarmaaya
NRL,2025,COGS,-313897084.0,313898473.0,1.000,EXACT,sarmaaya
NRL,2025,PAT,9079013.0,-14866922.0,-0.611,MISMATCH,sarmaaya
BHAT,2023,Sales,18545108.053,18545108.0,1.000,EXACT,dps
MARI,2025,Sales,177097104,177097104.0,1.000,EXACT,dps
MARI,2025,PAT,65136416,65136416.0,1.000,EXACT,dps
MARI,2025,TA,422269783,425458133.0,0.993,EXACT,sarmaaya
MARI,2025,TL,150615728,151559334.0,0.994,EXACT,sarmaaya
MARI,2025,Eq,271654055,271886517.0,0.999,EXACT,sarmaaya
MARI,2025,CA,191023495,203091785.0,0.941,EXACT,sarmaaya
MARI,2025,Sales,177097104,177097104.0,1.000,EXACT,sarmaaya
MARI,2025,PAT,65136416,65368932.0,0.996,EXACT,sarmaaya
BAFL,2025,PAT,28337057,28337057.0,1.000,EXACT,dps
BAFL,2025,TA,3829927120,3835085168.0,0.999,EXACT,sarmaaya
BAFL,2025,TL,3632415064,3634874619.0,0.999,EXACT,sarmaaya
BAFL,2025,Eq,200210549,200210549.0,1.000,EXACT,sarmaaya
BAFL,2025,PAT,28337057,27875791.0,1.017,EXACT,sarmaaya
CHCC,2024,Sales,38433750.0,38433747.0,1.000,EXACT,dps
PMPK,2021,PAT,2306663.0,2306663.0,1.000,EXACT,dps
BUXL,2024,Sales,622985,622985.0,1.000,EXACT,dps
BUXL,2024,CA,316326.0,361458.0,0.875,tight,sarmaaya
JATM,2023,Sales,33685.7,33686.0,1.000,EXACT,dps
IGIHL,2022,PAT,911792,911792.0,1.000,EXACT,dps
ALNRS,2025,Sales,17916301.0,17916301.0,1.000,EXACT,dps
ALNRS,2025,PAT,107451,107451.0,1.000,EXACT,dps
ALNRS,2025,TA,16305079,16824379.0,0.969,EXACT,sarmaaya
ALNRS,2025,TL,9155136,9674436.0,0.946,EXACT,sarmaaya
ALNRS,2025,Eq,7149943,7149943.0,1.000,EXACT,sarmaaya
ALNRS,2025,CA,5223937,5223937.0,1.000,EXACT,sarmaaya
ALNRS,2025,Sales,17916301.0,17916301.0,1.000,EXACT,sarmaaya
ALNRS,2025,COGS,-15571391,15688955.0,0.993,EXACT,sarmaaya
ALNRS,2025,PAT,107451,107451.0,1.000,EXACT,sarmaaya
ADMM,2025,CA,13327769.0,13192808.0,1.010,EXACT,sarmaaya
ADMM,2025,COGS,-17288437.0,17367627.0,0.995,EXACT,sarmaaya
DIIL,2025,PAT,52907.0,52907.0,1.000,EXACT,dps
JSML,2025,Sales,10727499,10727499.0,1.000,EXACT,dps
JSML,2025,PAT,250012,250012.0,1.000,EXACT,dps
JSML,2025,CA,38301794.0,3866702.0,9.906,WARN,sarmaaya
JSML,2025,Sales,10727499,10727499.0,1.000,EXACT,sarmaaya
JSML,2025,COGS,-9245827,9277137.0,0.997,EXACT,sarmaaya
JSML,2025,PAT,250012,250012.0,1.000,EXACT,sarmaaya
AMBL,2024,TA,17445619.53,17445620.0,1.000,EXACT,sarmaaya
AMBL,2024,TL,26878324.016,26878324.0,1.000,EXACT,sarmaaya
AMBL,2024,Eq,-9432704.486,-9432704.0,1.000,EXACT,sarmaaya
PPP,2024,Sales,1927281.032,1927281.0,1.000,EXACT,dps
PPP,2024,PAT,155910.829,155911.0,1.000,EXACT,dps
PPP,2024,CA,825886.023,825886.0,1.000,EXACT,sarmaaya
RCML,2025,TA,18997743.0,27246717.0,0.697,loose,sarmaaya
RCML,2025,Eq,9379146.0,14727471.0,0.637,loose,sarmaaya
RCML,2025,CA,10914029.0,13227619.0,0.825,tight,sarmaaya
OML,2022,PAT,242661.817,242662.0,1.000,EXACT,dps
OGDC,2022,PAT,133783747,133783747.0,1.000,EXACT,dps
NCML,2024,Sales,7534.36,4161.0,1.811,loose,dps
BIFO,2023,PAT,607678.955,607679.0,1.000,EXACT,dps
CTM,2023,Sales,20852724.0,20852724.0,1.000,EXACT,dps
SASML,2022,Sales,3392097.376,3392097.0,1.000,EXACT,dps
BOK,2022,PAT,454864,454864.0,1.000,EXACT,dps
AVN,2024,Sales,3102844,3102844.0,1.000,EXACT,dps
AVN,2024,PAT,539096,539096.0,1.000,EXACT,dps
AVN,2024,TA,10936729,28162524.0,0.388,WARN,sarmaaya
AVN,2024,TL,3055355,13500971.0,0.226,WARN,sarmaaya
AVN,2024,Eq,7881374,13974945.0,0.564,loose,sarmaaya
AVN,2024,CA,4609265,20928143.0,0.220,WARN,sarmaaya
OTSU,2024,Sales,3163868,3163868.0,1.000,EXACT,dps
OTSU,2024,TA,2293889,2293889.0,1.000,EXACT,sarmaaya
OTSU,2024,TL,1618194,1618194.0,1.000,EXACT,sarmaaya
OTSU,2024,Eq,675695,675695.0,1.000,EXACT,sarmaaya
OTSU,2024,CA,1714994,1714994.0,1.000,EXACT,sarmaaya
BIPL,2024,PAT,11833541,11833541.0,1.000,EXACT,dps
BIPL,2024,TA,737834025,737884562.0,1.000,EXACT,sarmaaya
BIPL,2024,TL,689524749,689669594.0,1.000,EXACT,sarmaaya
BIPL,2024,Eq,48309276,48214968.0,1.002,EXACT,sarmaaya
UNITY,2022,Sales,82184552.553,82184553.0,1.000,EXACT,dps
MSOT,2024,Sales,58676926,58676926.0,1.000,EXACT,dps
MSOT,2024,PAT,2651189.0,2651189.0,1.000,EXACT,dps
MSOT,2024,TA,55151742,55151742.0,1.000,EXACT,sarmaaya
MSOT,2024,TL,38470129,40470129.0,0.951,EXACT,sarmaaya
MSOT,2024,Eq,16681613,14681613.0,1.136,tight,sarmaaya
MSOT,2024,CA,37750437,37750437.0,1.000,EXACT,sarmaaya
DOL,2022,Sales,4250493,4250493.0,1.000,EXACT,dps
DOL,2022,PAT,470877,470877.0,1.000,EXACT,dps
GGL,2024,Sales,170802,170802.0,1.000,EXACT,dps
GGL,2024,PAT,24326,24326.0,1.000,EXACT,dps
GGL,2024,TA,3938108.0,21522348.0,0.183,WARN,sarmaaya
GGL,2024,TL,126758.0,8579685.0,0.015,MISMATCH,sarmaaya
GGL,2024,CA,356897.0,7352657.0,0.049,MISMATCH,sarmaaya
LPGL,2023,Sales,2335021,2335021.0,1.000,EXACT,dps
ASTM,2024,Sales,1812689.595,1812690.0,1.000,EXACT,dps
ASTM,2024,PAT,32846.0,32846.0,1.000,EXACT,dps
MEBL,2022,PAT,45006610,45006610.0,1.000,EXACT,dps
EFUL,2022,PAT,53005.896,1692118.0,0.031,MISMATCH,dps
FFL,2025,PAT,1236052.29,1236052.0,1.000,EXACT,dps
FFL,2025,TA,20901308.142,23126561.0,0.904,EXACT,sarmaaya
FFL,2025,TL,10101482.421,12469467.0,0.810,tight,sarmaaya
FFL,2025,Eq,10799825.721,10657094.0,1.013,EXACT,sarmaaya
FFL,2025,CA,11325356.898,11175749.0,1.013,EXACT,sarmaaya
FFL,2025,COGS,-23862757.521,24134846.0,0.989,EXACT,sarmaaya
FFL,2025,PAT,1236052.29,1154059.0,1.071,EXACT,sarmaaya
HINO,2025,TA,10569090.0,11655631.0,0.907,EXACT,sarmaaya
FFBL,2022,Sales,159225963,159225963.0,1.000,EXACT,dps
FFBL,2022,PAT,2327934,2327934.0,1.000,EXACT,dps
AGP,2023,Sales,13857770.0,13857770.0,1.000,EXACT,dps
AGP,2023,PAT,1190186.0,1190186.0,1.000,EXACT,dps
BERG,2022,Sales,7073478,7105233.0,0.996,EXACT,dps
BERG,2022,PAT,201886,201886.0,1.000,EXACT,dps
BPBL,2016,Sales,2027.0,2027.0,1.000,EXACT,dps
SAPT,2025,Sales,93258687,93258687.0,1.000,EXACT,dps
SAPT,2025,PAT,3950967,3950967.0,1.000,EXACT,dps
SAPT,2025,TA,96375515,203358008.0,0.474,loose,sarmaaya
SAPT,2025,TL,104348878.589,105404940.0,0.990,EXACT,sarmaaya
SAPT,2025,Eq,42474020,75164531.0,0.565,loose,sarmaaya
SAPT,2025,CA,51569931,102778995.0,0.502,loose,sarmaaya
SAPT,2025,Sales,93258687,152379581.0,0.612,loose,sarmaaya
SAPT,2025,COGS,80524998,117427192.0,0.686,loose,sarmaaya
SAPT,2025,PAT,3950967,9442986.0,0.418,loose,sarmaaya
JATM,2024,Sales,129953.74,129954.0,1.000,EXACT,dps
JDWS,2025,PAT,6412738.673,6412739.0,1.000,EXACT,dps
JDWS,2025,TA,77893721.369,90084481.0,0.865,tight,sarmaaya
JDWS,2025,Eq,30650158.541,35569403.0,0.862,tight,sarmaaya
JDWS,2025,CA,32546254.098,37060885.0,0.878,tight,sarmaaya
JDWS,2025,COGS,-98763617.643,116882490.0,0.845,tight,sarmaaya
JDWS,2025,PAT,6412738.673,7799538.0,0.822,tight,sarmaaya
PAKRI,2023,PAT,3065248.117,3065248.0,1.000,EXACT,dps
SITC,2025,PAT,939274.553,939275.0,1.000,EXACT,dps
SITC,2025,TA,47508002.225,47911467.0,0.992,EXACT,sarmaaya
SITC,2025,Eq,18865716.456,18865716.0,1.000,EXACT,sarmaaya
SITC,2025,CA,13496372.146,13496372.0,1.000,EXACT,sarmaaya
SITC,2025,COGS,-26911254.339,27092526.0,0.993,EXACT,sarmaaya
SITC,2025,PAT,939274.553,939275.0,1.000,EXACT,sarmaaya
IDSM,2024,Sales,5559463,5559463.0,1.000,EXACT,dps
STCL,2025,Sales,13846058,13846058.0,1.000,EXACT,dps
STCL,2025,PAT,320165.0,320165.0,1.000,EXACT,dps
STCL,2025,TA,7942100,7990989.0,0.994,EXACT,sarmaaya
STCL,2025,TL,5293325,5342214.0,0.991,EXACT,sarmaaya
STCL,2025,Eq,2648775,2648775.0,1.000,EXACT,sarmaaya
STCL,2025,CA,4714029,4714029.0,1.000,EXACT,sarmaaya
STCL,2025,Sales,13846058,13846058.0,1.000,EXACT,sarmaaya
STCL,2025,COGS,-11097956,11240867.0,0.987,EXACT,sarmaaya
STCL,2025,PAT,320165.0,-192131.0,-1.666,MISMATCH,sarmaaya
BWCL,2025,TA,275490698,275490698.0,1.000,EXACT,sarmaaya
BWCL,2025,TL,147256965,145918127.0,1.009,EXACT,sarmaaya
BWCL,2025,Eq,128233733,128233733.0,1.000,EXACT,sarmaaya
BWCL,2025,CA,28933822,28933822.0,1.000,EXACT,sarmaaya
SERT,2025,Sales,1370515.0,1370514.0,1.000,EXACT,dps
KOHTM,2025,Sales,8253381,8253381.0,1.000,EXACT,dps
KOHTM,2025,PAT,280766,280766.0,1.000,EXACT,dps
KOHTM,2025,TA,10102274,10224199.0,0.988,EXACT,sarmaaya
KOHTM,2025,CA,3841470,3841470.0,1.000,EXACT,sarmaaya
KOHTM,2025,Sales,8253381,8253380.999999999,1.000,EXACT,sarmaaya
KOHTM,2025,COGS,-7049598,7078074.0,0.996,EXACT,sarmaaya
KOHTM,2025,PAT,280766,280766.0,1.000,EXACT,sarmaaya
ENGRO,2023,TA,802496277,802496277.0,1.000,EXACT,sarmaaya
ENGRO,2023,TL,579363645,577343458.0,1.003,EXACT,sarmaaya
ENGRO,2023,Eq,223132632,145205066.0,1.537,loose,sarmaaya
ENGRO,2023,CA,348155310,348155310.0,1.000,EXACT,sarmaaya
MQTM,2025,PAT,268512.0,268512.0,1.000,EXACT,dps
MQTM,2025,TA,9017497.835,9228637.0,0.977,EXACT,sarmaaya
MQTM,2025,CA,3540126.755,3540127.0,1.000,EXACT,sarmaaya
MQTM,2025,COGS,-8401794.208,8411619.0,0.999,EXACT,sarmaaya
MQTM,2025,PAT,268512.0,-827613.0,-0.324,MISMATCH,sarmaaya
GGL,2025,Sales,95652.0,95652.0,1.000,EXACT,dps
GGL,2025,TA,24879726,24891432.0,1.000,EXACT,sarmaaya
GGL,2025,TL,9756597,9766333.0,0.999,EXACT,sarmaaya
GGL,2025,Eq,15123129,7240576.0,2.089,loose,sarmaaya
GGL,2025,CA,8676516,8676516.0,1.000,EXACT,sarmaaya
GGL,2025,Sales,95652.0,10336896.0,0.009,MISMATCH,sarmaaya
GGL,2025,COGS,-6168186,6433673.0,0.959,EXACT,sarmaaya
GGGL,2025,Sales,2931917.693,2931917.0,1.000,EXACT,dps
GGGL,2025,TA,6206159.634,6206160.0,1.000,EXACT,sarmaaya
GGGL,2025,TL,3345977.761,3345978.0,1.000,EXACT,sarmaaya
GGGL,2025,Eq,2860181.873,2860182.0,1.000,EXACT,sarmaaya
GGGL,2025,CA,3085166.223,3085166.0,1.000,EXACT,sarmaaya
GGGL,2025,Sales,2931917.693,2931918.0,1.000,EXACT,sarmaaya
GGGL,2025,COGS,-2176455.149,2207617.0,0.986,EXACT,sarmaaya
FATIMA,2023,Sales,235423342,232754821.0,1.011,EXACT,dps
FATIMA,2023,PAT,23008416,22399399.0,1.027,EXACT,dps
EFUG,2025,PAT,5298504,5298504.0,1.000,EXACT,dps
EFUG,2025,TA,85626258,375265931.0,0.228,WARN,sarmaaya
EFUG,2025,TL,56869219,340440872.0,0.167,WARN,sarmaaya
EFUG,2025,Eq,28757039,28795374.0,0.999,EXACT,sarmaaya
JSGCL,2025,PAT,608567.696,608568.0,1.000,EXACT,dps
JSGCL,2025,TA,12005571.221,12052885.0,0.996,EXACT,sarmaaya
JSGCL,2025,TL,8414493.116,8461807.0,0.994,EXACT,sarmaaya
JSGCL,2025,Eq,3591078.105,3591078.0,1.000,EXACT,sarmaaya
JSGCL,2025,CA,10778493.029,10778493.0,1.000,EXACT,sarmaaya
JSGCL,2025,PAT,608567.696,608568.0,1.000,EXACT,sarmaaya
PRET,2025,Sales,29012414.811,29012414.0,1.000,EXACT,dps
PRET,2025,TA,29464123.094,29648755.0,0.994,EXACT,sarmaaya
PRET,2025,TL,20715779.257,20284970.0,1.021,EXACT,sarmaaya
PRET,2025,Eq,8748343.837,8748344.0,1.000,EXACT,sarmaaya
PRET,2025,CA,14869987.682,14869988.0,1.000,EXACT,sarmaaya
PRET,2025,Sales,29012414.811,29012415.0,1.000,EXACT,sarmaaya
PRET,2025,COGS,-25131382.554,25201417.0,0.997,EXACT,sarmaaya
REDCO,2023,Sales,870963.477,870963.0,1.000,EXACT,dps
REDCO,2023,PAT,77845.064,77845.0,1.000,EXACT,dps
TICL,2024,Sales,28611125.116,28611252.0,1.000,EXACT,dps
TICL,2024,PAT,1135970.471,1135970.0,1.000,EXACT,dps
TICL,2024,TA,27821090.947,27911714.0,0.997,EXACT,sarmaaya
TICL,2024,TL,18090234.139,18180857.0,0.995,EXACT,sarmaaya
TICL,2024,Eq,9730856.808,9730857.0,1.000,EXACT,sarmaaya
TICL,2024,CA,21668645.064,21668645.0,1.000,EXACT,sarmaaya
PIM,2022,PAT,6551.228,6551.0,1.000,EXACT,dps
UDPL,2025,PAT,903351,903351.0,1.000,EXACT,dps
DAAG,2025,Sales,353206.98,353207.0,1.000,EXACT,dps
FTMM,2022,Sales,7678361,7678361.0,1.000,EXACT,dps
MUGHAL,2023,Sales,67390171,67390171.0,1.000,EXACT,dps
MUGHAL,2023,PAT,3480485,3480485.0,1.000,EXACT,dps
ASTM,2022,Sales,2080169.476,2080169.0,1.000,EXACT,dps
FML,2025,PAT,99023,99023.0,1.000,EXACT,dps
FML,2025,PAT,99023,99023.0,1.000,EXACT,sarmaaya
OML,2025,Sales,132850.497,72629.0,1.829,loose,dps
OML,2025,PAT,145901.413,145901.0,1.000,EXACT,dps
PIM,2023,PAT,7974.566,7975.0,1.000,EXACT,dps
FFBL,2021,Sales,110452174,110452174.0,1.000,EXACT,dps
FFBL,2021,PAT,6390961,6390961.0,1.000,EXACT,dps
ABOT,2025,Sales,75397732,75397732.0,1.000,EXACT,dps
ABOT,2025,PAT,7966500,7966500.0,1.000,EXACT,dps
ABOT,2025,TA,46816196,47497333.0,0.986,EXACT,sarmaaya
ABOT,2025,TL,15190739,15871876.0,0.957,EXACT,sarmaaya
ABOT,2025,Eq,31625457,31625457.0,1.000,EXACT,sarmaaya
ABOT,2025,CA,30993316,30993316.0,1.000,EXACT,sarmaaya
ABOT,2025,Sales,75397732,75397732.0,1.000,EXACT,sarmaaya
ABOT,2025,COGS,-48945569,50131722.0,0.976,EXACT,sarmaaya
ABOT,2025,PAT,7966500,7966500.0,1.000,EXACT,sarmaaya
SHNI,2024,PAT,165269.371,165269.0,1.000,EXACT,dps
ICIBL,2023,PAT,89759.962,89760.0,1.000,EXACT,dps
PPVC,2024,Sales,8767.775,8768.0,1.000,EXACT,dps
LOTCHEM,2024,Sales,109299177,109299177.0,1.000,EXACT,dps
LOTCHEM,2024,TA,42040942,42598622.0,0.987,EXACT,sarmaaya
LOTCHEM,2024,CA,32945336,32945336.000000004,1.000,EXACT,sarmaaya
QUET,2023,Sales,3392968.326,3392968.0,1.000,EXACT,dps
JSGCL,2024,PAT,454555.657,454556.0,1.000,EXACT,dps
JSGCL,2024,TA,9283402.373,9310167.0,0.997,EXACT,sarmaaya
JSGCL,2024,TL,6338158.367,6364923.0,0.996,EXACT,sarmaaya
JSGCL,2024,Eq,2945244.006,2945244.0,1.000,EXACT,sarmaaya
JSGCL,2024,CA,8180571.189,8180571.0,1.000,EXACT,sarmaaya
LEUL,2025,Sales,12086.203,12086.0,1.000,EXACT,dps
LEUL,2025,PAT,322.0,322.0,1.000,EXACT,dps
WTL,2022,Sales,2301245,2301245.0,1.000,EXACT,dps
UNIC,2025,TA,21874894.0,21874894.0,1.000,EXACT,sarmaaya
POL,2022,Sales,58394092.0,51944902.0,1.124,tight,dps
POL,2022,PAT,25935113.0,25935113.0,1.000,EXACT,dps
KASBM,2022,PAT,6163.303,6163.0,1.000,EXACT,dps
