level,symbol,year,month,defect_type,missing_fields,detail
PANEL_CORE,DKTM,2018,6,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DKTM,2018,7,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DKTM,2018,8,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DKTM,2018,9,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DKTM,2018,10,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2018,11,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2018,12,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2019,1,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2019,2,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2019,3,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2019,4,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2019,5,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DKTM,2021,10,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,turnover,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2014,1,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,st_rev,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,2,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,3,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,4,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,5,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,6,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,7,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,8,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,9,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2014,10,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2014,11,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2014,12,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,1,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,2,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,3,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,4,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,5,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,6,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,7,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,8,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTM,2015,9,missing_core_chars,"mom,ag,ac,cei,ita,investment,cbop,dy",core_missing=5
PANEL_NONCORE,DMTM,2015,10,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2015,11,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2015,12,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,1,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,2,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,3,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,4,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,5,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,6,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,7,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,8,missing_noncore_chars,dy,
PANEL_NONCORE,DMTM,2016,9,missing_noncore_chars,dy,
PANEL_CORE,DMTM,2016,10,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2016,11,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2016,12,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,1,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,2,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,3,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,5,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,6,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,7,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,8,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,9,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2017,10,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2017,11,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2017,12,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,1,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,2,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,3,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,4,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,5,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,6,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,7,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,8,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,9,missing_core_chars,"ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTM,2018,10,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2018,11,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2018,12,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2019,1,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2019,2,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2019,3,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2019,4,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2019,5,missing_core_chars,"ag,ac,gp,cei,ita,oscore,bm,roe,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2021,10,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,turnover,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2024,6,missing_core_chars,"mom,ag,ac,cei,ita,dist,bm,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2024,7,missing_core_chars,"mom,ag,ac,cei,ita,dist,bm,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2024,8,missing_core_chars,"mom,ag,ac,cei,ita,dist,bm,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2024,9,missing_core_chars,"mom,ag,ac,cei,ita,dist,bm,investment,cbop,dy",core_missing=6
PANEL_CORE,DMTM,2024,10,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2024,11,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2025,4,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2025,5,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2025,6,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2025,7,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2025,8,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2025,9,missing_core_chars,"mom,ag,ac,noa,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTM,2025,10,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTM,2025,11,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2014,1,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,st_rev,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2014,2,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2014,7,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2014,8,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2014,9,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2014,10,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,vol,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2014,11,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,vol,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2014,12,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,1,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,2,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,3,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,turnover,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,4,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,5,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,6,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,8,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2015,10,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2015,11,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2015,12,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,1,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,2,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,turnover,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,3,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,4,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,5,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,6,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,7,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,8,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,9,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2016,10,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,1,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,2,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,turnover,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,3,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,4,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,5,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,6,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,7,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,8,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,9,missing_core_chars,"ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=9
PANEL_CORE,DMTX,2017,10,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2017,11,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2017,12,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,1,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,2,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,3,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,4,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,5,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,6,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,7,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,8,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2018,9,missing_core_chars,"ag,ac,gp,cei,ita,investment,cbop,dy",core_missing=5
PANEL_CORE,DMTX,2019,3,missing_core_chars,"gp,ita,dist,bm,dy",core_missing=3
PANEL_CORE,DMTX,2019,4,missing_core_chars,"gp,ita,dist,bm,dy",core_missing=3
PANEL_CORE,DMTX,2019,6,missing_core_chars,"gp,ita,dist,bm,dy",core_missing=3
PANEL_CORE,DMTX,2019,8,missing_core_chars,"gp,ita,dist,bm,dy",core_missing=3
PANEL_CORE,DMTX,2019,9,missing_core_chars,"gp,ita,dist,bm,dy",core_missing=3
PANEL_CORE,DMTX,2019,10,missing_core_chars,"mom,gp,ita,dy",core_missing=3
PANEL_CORE,DMTX,2021,6,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2021,7,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,turnover,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2021,8,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,turnover,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DMTX,2021,10,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,turnover,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2021,11,missing_core_chars,"mom,ag,ac,gp,cei,ita,dist,oscore,turnover,roe,investment,cbop,dy",core_missing=8
PANEL_CORE,DMTX,2023,2,missing_core_chars,"mom,gp,ita,dist,oscore,bm,roe,dy",core_missing=5
PANEL_CORE,DMTX,2023,12,missing_core_chars,"mom,gp,ita,dist,oscore,bm,roe,dy",core_missing=5
PANEL_CORE,DMTX,2024,5,missing_core_chars,"mom,gp,ita,dist,oscore,bm,roe,dy",core_missing=5
PANEL_CORE,DMTX,2024,7,missing_core_chars,"mom,gp,ita,dist,oscore,bm,roe,dy",core_missing=5
PANEL_CORE,DMTX,2024,8,missing_core_chars,"mom,gp,ita,dist,oscore,bm,roe,dy",core_missing=5
PANEL_CORE,DMTX,2024,9,missing_core_chars,"mom,gp,ita,dist,oscore,bm,roe,dy",core_missing=5
PANEL_CORE,DMTX,2024,10,missing_core_chars,"mom,gp,ita,dist,oscore,roe,dy",core_missing=5
PANEL_CORE,DMTX,2024,11,missing_core_chars,"mom,gp,ita,dist,oscore,roe,dy",core_missing=5
PANEL_CORE,DMTX,2025,1,missing_core_chars,"mom,gp,ita,dist,oscore,roe,dy",core_missing=5
PANEL_CORE,DMTX,2025,2,missing_core_chars,"mom,gp,ita,dist,oscore,roe,dy",core_missing=5
PANEL_CORE,DMTX,2025,3,missing_core_chars,"mom,gp,ita,dist,oscore,roe,dy",core_missing=5
PANEL_CORE,DMTX,2025,4,missing_core_chars,"mom,gp,ita,dist,oscore,roe,dy",core_missing=5
PANEL_CORE,DMTX,2025,5,missing_core_chars,"mom,gp,ita,dist,oscore,roe,dy",core_missing=5
PANEL_CORE,DNCC,2014,1,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,st_rev,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,2,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,3,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,4,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,5,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,6,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,7,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,vol,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,8,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,9,missing_core_chars,"mom,ag,ac,noa,nsi,gp,cei,ita,dist,oscore,bm,roe,investment,cbop,dy",core_missing=10
PANEL_CORE,DNCC,2014,10,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2014,11,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2014,12,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,1,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,2,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,3,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,4,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,5,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,6,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,7,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,8,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_CORE,DNCC,2015,9,missing_core_chars,"mom,ag,ac,cei,ita,dist,oscore,roe,investment,cbop,dy",core_missing=7
PANEL_NONCORE,DNCC,2015,10,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2015,11,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2015,12,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,1,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,2,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,3,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,4,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,5,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,6,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,7,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,8,missing_noncore_chars,"roe,cbop,dy",
PANEL_NONCORE,DNCC,2016,9,missing_noncore_chars,"roe,cbop,dy",
PANEL_CORE,DNCC,2016,10,missing_core_chars,"cei,ita,dist,oscore,bm,roe,cbop,dy",core_missing=4
PANEL_CORE,DNCC,2016,11,missing_core_chars,"cei,ita,dist,oscore,bm,roe,cbop,dy",core_missing=4
PANEL_CORE,DNCC,2016,12,missing_core_chars,"cei,ita,dist,oscore,bm,roe,cbop,dy",core_missing=4
PANEL_CORE,DNCC,2017,1,missing_core_chars,"cei,ita,dist,oscore,bm,roe,cbop,dy",core_missing=4
PANEL_CORE,DNCC,2017,2,missing_core_chars,"cei,ita,dist,oscore,bm,roe,cbop,dy",core_missing=4
PANEL_CORE,DNCC,2017,3,missing_core_chars,"cei,ita,dist,oscore,bm,roe,cbop,dy",core_missing=4
