window,L_plus,L_minus,rel_gap
0,4.35748254e-04,4.27169754e-04,0.020082
1,3.60718142e-04,3.55268887e-04,0.015338
2,2.45595031e-04,2.48302997e-04,0.011026
3,3.40055441e-04,3.58943245e-04,0.055543
4,2.39795962e-04,2.41245376e-04,0.006044
5,2.87011266e-04,3.95384792e-04,0.377593
