oos_return
-0.059913
-0.146508
-0.006155
-0.011775
0.071614
0.137417
-0.115622
-0.020146
-0.011523
-0.123999
-0.055850
-0.005958
0.006169
0.022348
0.100677
0.067758
0.021298
-0.050305
-0.007602
0.082214
0.054806
0.023152
0.021670
-0.072166
-0.028040
-0.046795
-0.026436
0.024685
-0.048542
-0.033911
-0.020962
-0.059363
-0.029611
-0.031770
0.034376
-0.049359
0.049135
-0.029566
0.069535
0.028177
0.016541
-0.014805
0.017300
-0.002092
0.031061
-0.047078
0.071860
-0.021803
-0.040010
-0.124598
-0.000781
0.049200
0.004543
-0.000711
-0.010886
-0.050669
0.007289
-0.001050
-0.049260
0.059346
0.016374
0.081798
0.104646
-0.021157
-0.031823
0.007570
-0.049124
0.135438
0.123883
0.066693
0.040560
0.080884
