window,L_plus,L_minus,rel_gap
0,4.37395298e-04,4.25610284e-04,0.027690
1,3.55752156e-04,3.60194332e-04,0.012487
2,2.43321119e-04,2.59954628e-04,0.068360
3,3.43435502e-04,3.54125572e-04,0.031127
4,2.40819107e-04,2.40558555e-04,0.001083
5,2.87929288e-04,4.04061982e-04,0.403338
