window,L_plus,L_minus,rel_gap
1,2.87195272e-03,2.89786072e-03,0.009021
2,5.02613315e-04,7.24491780e-04,0.441450
3,4.92461317e-04,5.07810677e-04,0.031169
4,2.44444382e-04,2.43605420e-04,0.003432
5,2.78152147e-04,4.04134509e-04,0.452926
