window,L_plus,L_minus,rel_gap
1,2.76768184e-03,2.88067129e-03,0.040825
2,5.32821927e-04,7.74485001e-04,0.453553
3,4.85426717e-04,4.73041437e-04,0.025514
4,2.53872480e-04,2.53124745e-04,0.002945
5,2.91697303e-04,4.15282615e-04,0.423677
