window,L_plus,L_minus,rel_gap
0,4.32975590e-04,4.33832494e-04,0.001979
1,3.53686075e-04,3.55185184e-04,0.004239
2,2.39389323e-04,2.72613310e-04,0.138786
3,3.48275120e-04,3.55200435e-04,0.019885
4,1.60193871e-04,4.08012565e-04,1.546992
5,2.81511573e-04,3.96804739e-04,0.409550
