window,L_plus,L_minus,rel_gap
0,4.41102806e-04,4.22170298e-04,0.044846
1,3.56323842e-04,3.59597907e-04,0.009188
2,2.45650765e-04,2.48230033e-04,0.010500
3,3.48098227e-04,3.48879548e-04,0.002245
4,2.40874710e-04,2.40534675e-04,0.001414
5,2.86075345e-04,4.06235107e-04,0.420028
