window,L_plus,L_minus,rel_gap
0,3.27866030e-04,3.30886309e-04,0.009212
1,3.52658797e-04,2.28507095e-03,5.479552
2,4.13772505e-04,3.57477716e-03,7.639475
3,3.53067706e-04,4.07867506e-03,10.552105
4,4.15773713e-04,1.28673743e-02,29.948023
5,2.36054952e-03,3.07345600e-03,0.302009
