window,L_plus,L_minus,rel_gap
0,4.16902301e-04,4.11721296e-04,0.012584
1,3.50937160e-04,3.44563363e-04,0.018498
2,2.31752172e-04,2.43649556e-04,0.051337
3,3.11380369e-04,3.12366028e-04,0.003165
4,1.70570464e-04,3.58941848e-04,1.104361
5,2.66082439e-04,3.59794503e-04,0.352192
