country,symbol,year,TA,TL,Eq,CA,CL,Sales,COGS,GP,PAT,Cash,Inv,PPE,dividends
IR,آباد,2001,29584,18362,11222,27348,17245,,,8783,8794,49,12225,761,
IR,آباد,2002,48012,30455,17557,46628,30395,,,11008,11353,271,27982,720,
IR,آباد,2003,57000,30972,26028,55623,30919,6864,,5567,5750,158,22391,680,
IR,آباد,2004,82016,28515,53501,79171,25366,,,7045,11040,5813,32578,2193,
IR,آباد,2005,113058,28704,84354,106948,28498,,,13467,14584,496,55779,1015,
IR,آباد,2006,183548,32651,150897,160603,32269,27917,,18136,21083,33228,94160,3739,22500
IR,آباد,2007,225501,55316,170185,209305,53280,,,43844,46488,29866,143968,4531,22500
IR,آباد,2008,273400,67522,205878,206179,67112,,,36258,37560,11843,150925,5263,33000
IR,آباد,2009,275080,92490,182590,222655,92414,,,5252,10699,432,169705,10381,7500
IR,آباد,2010,282455,72113,210342,251381,72113,,,30722,36353,1623,183295,8038,25350
IR,آباد,2011,273838,61981,211857,261024,61981,,,31211,28649,9828,173540,7411,26250
IR,آباد,2012,278921,60903,218018,268865,60903,40489,,28656,32411,15861,184288,6858,27000
IR,آباد,2013,282645,60373,222272,267750,60373,47771,19679,28092,33597,35966,209972,8922,30000
IR,آباد,2014,314710,43918,270792,292630,43918,71332,13926,57406,54936,123,253791,8406,46000
IR,آباد,2015,347757,97144,250613,323000,97144,31904,6721,25183,20584,13145,279657,8040,2400
IR,آباد,2016,352345,66719,285626,336286,66719,4937,990,3947,-1731,279,307031,7348,
IR,آباد,2017,357266,71080,286186,348813,71080,12863,5322,7541,971,296,315686,5745,1200
IR,آباد,2018,352897,67681,285216,314503,67681,14919,3355,11564,1999,414,295722,4681,4800
IR,آباد,2019,342274,124071,218203,256743,124071,21417,4528,16889,-2750,1096,238968,3918,
IR,آباد,2020,450576,125320,325256,298512,125320,155088,13749,141339,121670,3087,275364,11984,12240
IR,آباد,2021,474155,157013,317142,363312,157013,33669,6009,27660,4126,9183,309590,9157,3600
IR,آباد,2022,507530,242682,264848,392646,240193,64679,8692,55987,11291,6600,326395,44637,1200
IR,آباد,2023,12146376,260063,11886313,95270,258003,130983,43772,87211,160,8779,0,315349,
IR,آباد,2024,12150502,257743,11892759,60051,254806,190592,89449,101143,6446,5290,0,320368,
IR,آباد,2025,12218975,310398,11908577,123984,309803,286783,114922,171861,25818,17781,0,325524,
IR,آبادا,2013,8877120,8150904,726216,332997,8150904,508447,321396,187051,185361,74380,160526,8535183,
IR,آبادا,2014,9781424,8318945,1462479,1455087,8318918,2152099,1236264,915835,701851,154982,29127,8316971,
IR,آبادا,2015,8702433,7467696,1234737,364075,7467456,1987244,1026528,960716,832658,9204,54387,8312437,
IR,آبادا,2016,8406358,6997128,1409230,518176,6996797,2339674,1403613,936061,924693,42609,49060,7847151,
IR,آبادا,2017,8165628,6683129,1482499,754056,6682404,1932764,982922,949842,905529,43353,62839,7370690,
IR,آبادا,2018,8990058,7516178,1473880,2175918,7514708,1888940,1025944,862996,806261,27663,132851,6773187,725600
IR,آبادا,2019,7693826,6363774,1330052,571987,4262463,1835686,1238388,597298,581772,127662,118280,7081084,58000
IR,آبادا,2020,7464135,3121341,4342794,660951,2036058,2422271,1389913,1032358,970918,166327,122276,6762440,1400000
IR,آبادا,2021,8595754,4539796,4055958,1633446,2361053,3284347,1680698,1603649,1426614,556846,150430,6921598,1282500
IR,آبادا,2022,9016597,6206408,2810189,2629059,4185931,2644781,2391186,253595,21151,372421,174980,6343140,
IR,آبادا,2023,10643541,7876680,2766861,2203009,5084172,4778060,3815346,962714,526632,102754,165805,7725982,75000
IR,آبادا,2024,24910420,22676890,2233530,11943267,2958585,5770187,5566853,203334,-458331,1189381,412793,11147978,
IR,آبادا,2025,26102423,23151928,2950495,11551467,4526311,10703309,9204171,1499138,701715,13588,442352,14044898,630000
IR,آسیا,2007,5490295,4875493,614802,3061496,4745820,,,,43111,476664,,623254,
IR,آسیا,2008,6003122,5431685,571437,3954322,5280825,,,,75976,573787,,623430,
IR,آسیا,2009,6507681,5870727,636954,4407229,5679307,,,,105119,696276,,662975,
IR,آسیا,2010,8216006,7613616,602390,5783550,7314707,,,,127191,642464,,691215,
IR,آسیا,2011,10382005,9705594,676411,7350355,9323214,,,,107449,439083,,715026,15015
IR,آسیا,2012,16962158,14506742,2455416,10785165,14117362,,,,137393,658199,,2707068,80500
IR,آسیا,2013,20239363,17713764,2525599,13036530,17139036,,,,207837,375208,,3606288,50600
IR,آسیا,2014,25180019,22868667,2311352,15500484,21970680,,,,589387,338657,,3653017,23000
IR,آسیا,2015,29157721,26400327,2757394,18114939,25676032,,,,356491,230132,,3797457,
IR,آسیا,2016,34749706,31687177,3062529,23157025,30787783,,,,353502,304537,,4015809,161000
IR,آسیا,2017,42732687,39445508,3287179,29368669,38466702,,,,437165,409112,,4405032,230000
IR,آسیا,2018,54638083,50936403,3701680,27458706,49736838,,,,644501,640804,,3920056,276000
IR,آسیا,2019,75708285,70673730,5034555,37998554,69093997,,,,1608877,716925,,4378372,805000
IR,آسیا,2020,142513630,108578734,33934896,110032520,106548212,,,,7501109,1424190,,27615859,2413180
IR,آسیا,2021,191069481,153555617,37513864,155560369,150716290,,,,6032988,973686,,28787976,2895816
IR,آسیا,2022,267855434,227605168,40250266,229555575,222680787,,,,5797881,1647471,,30006309,589000
IR,آسیا,2023,357392615,313359749,44032866,311548264,306625229,,,,4191954,3705781,,31860796,1400000
IR,آسیا,2024,551327283,498454613,52872670,483116483,489742470,,,,10132690,3537609,,32412558,1050000
IR,آسیا,2025,829253272,721123933,108129339,765600252,707871983,,,,56306669,7286349,,34708706,5635000
IR,آلومینا,2016,9114687,7096341,2018346,4458977,6085278,5155734,4806076,349658,-124544,39837,1690772,4261517,
IR,آلومینا,2017,9859443,7808627,2050816,4058809,6424776,5475741,4909755,565986,86587,126146,1622175,5348016,
IR,آلومینا,2018,15325726,10580074,4745652,7134346,9398893,10990362,7061161,3929201,2051408,348643,5056940,7738264,
IR,آلومینا,2019,18554477,12558172,5996305,9895450,11458172,16225433,12075029,4150404,2814845,332219,6490701,8174783,599931
IR,آلومینا,2020,28603348,19897358,8705990,17514813,18788440,23913867,12329971,11583896,8403949,459713,10341453,9532974,
IR,آلومینا,2021,44650751,32381526,12269225,31008469,31238308,44757951,28205232,16552719,11259463,546478,18312460,12270581,357959
IR,آلومینا,2022,52632783,36533251,16099532,35904085,35311805,54935742,40921682,14014060,8004548,1919934,28317784,14582119,1339845
IR,آلومینا,2023,64218958,50139103,14079855,41823386,46407535,74290364,61055027,13235337,2825785,1550808,33598102,19364954,299965
IR,آلومینا,2024,102487011,66610396,35876615,75248673,62772738,112901260,77631848,35269412,31918051,2626808,51624381,23428975,13998383
IR,آلومینا,2025,167287649,104501919,62785730,133593667,99776213,190185375,136730453,53454922,32769305,7921815,74155230,28394330,3279621
IR,آپ,2012,595307,465691,129616,316109,368762,124583,75569,49014,8358,16434,202250,270048,
IR,آپ,2013,1560532,733782,826750,539889,670405,9756445,9442961,313484,118195,13049,165683,1013170,
IR,آپ,2014,2566572,1174111,1392461,938904,1153480,17751759,16760917,990842,577082,219312,185304,1612698,
IR,آپ,2015,3757240,1760694,1996546,1101177,1653863,22481710,20786173,1695537,1225830,26416,233850,2588113,
IR,آپ,2016,5165424,2255660,2909764,1704373,2026971,29854294,27354972,2499322,1846432,216326,321066,3431488,1000000
IR,آپ,2017,7486750,3375306,4111444,2735709,3296299,38358663,35069191,3289472,2408028,326964,321794,4634734,1180000
IR,آپ,2018,9297737,3458455,5839282,3286276,2656243,46994447,43167238,3827209,2907837,373635,818297,5786488,2120000
IR,آپ,2019,11782172,5571078,6211094,4709502,4234191,52147787,48831053,3316734,2491814,335709,1416848,6919279,249100
IR,آپ,2020,14157662,6626426,7531236,7263852,5916799,62095063,59648065,2446998,2074175,895871,1801431,6712875,212000
IR,آپ,2021,14621946,5845809,8776137,7914595,4826464,64678601,62065432,2613169,851883,535061,2801093,6450099,122100
IR,آپ,2022,19792414,10147071,9645343,11488196,9041389,73138230,71398584,1739646,991306,1057326,2761086,7793310,99900
IR,آپ,2023,21646133,11098883,10547250,10704595,10373114,99727798,96852514,2875284,1001808,1374811,3097497,10131828,603840
IR,آپ,2024,26658074,16263815,10394259,13555110,15503106,132117434,129252887,2864547,450848,1268498,3013174,11574474,71040
IR,آپ,2025,33047362,22037906,11009456,19685149,21040005,124916944,121715872,3201072,686236,2360683,2057729,10871869,71040
IR,اتکام,2012,1048857,371715,677142,706297,369259,,,,158377,40906,,29611,
IR,اتکام,2013,1524366,573263,951103,1128262,570307,,,,291498,51050,,28791,
IR,اتکام,2014,2223884,884442,1339442,1675467,883200,,,,287821,84663,,168208,
IR,اتکام,2015,2696242,666137,2030105,2458565,664556,,,,388110,528939,,182628,310000
IR,اتکام,2016,3348739,1241086,2107653,3095178,1238924,,,,392547,218042,,198174,406000
IR,اتکام,2017,4390306,1303058,3087248,3920858,1300144,,,,548721,56222,,468436,426300
IR,اتکام,2018,5469211,1740036,3729175,5001846,1719290,,,,889717,61108,,466408,750000
IR,اتکام,2019,7312469,3057919,4254550,6840578,3053657,,,,910390,47329,,464986,135000
IR,اتکام,2020,11198356,5098374,6099982,1579421,5091362,,,,1980432,111805,,466631,1423500
IR,اتکام,2021,14097283,5486521,8610762,13594821,5475771,,,,3510301,101895,,475348,3120000
IR,اتکام,2022,20314187,8011963,12302224,19809491,7998285,,,,4577069,155805,,473151,3200000
IR,اتکام,2023,27756706,12311301,15445405,27215005,12292047,,,,6083431,186215,,502466,4640000
IR,اتکام,2024,37184833,17108116,20076717,36511082,17075013,,,,6171940,126853,,595651,2480000
IR,اتکام,2025,55848627,30470504,25378123,55122669,30409356,,,,7771969,205338,,606327,1438400
IR,اخابر,2000,13602509,9046694,4555815,7287138,8162610,2743246,1662017,1081229,741613,234568,130014,5511575,
IR,اخابر,2001,13822340,3984050,9838290,5304840,2772222,2940060,1565866,1374194,880685,622089,124688,6598970,
IR,اخابر,2002,26652579,7394388,19258191,7896915,6652280,3697246,1683364,2013882,817089,542265,127889,15904476,
IR,اخابر,2003,50899822,23250589,27649233,26586049,22758594,4779412,2058646,2720766,741081,816858,46007,16478326,
IR,اخابر,2004,50646487,20242196,30404291,19797107,19413631,3818505,2641268,1177237,835269,5728544,1954,4017157,
IR,اخابر,2005,59074708,20506314,38568394,19891637,20434662,711531,61507,650024,269901,3243403,1943,3887164,
IR,اخابر,2006,74032605,26945578,47087027,29241772,26818007,960907,23015,937892,13048,7321214,2297,3787234,0
IR,اخابر,2007,70943642,17550258,53393384,24574095,17408289,4761293,94364,4666929,3847951,5796084,2656,3757695,5963575
IR,اخابر,2008,76380146,22066914,54313232,27664782,21917010,2765998,186835,2579163,1943476,4058563,4745,3147559,6422312
IR,اخابر,2009,84177467,14909607,69267860,32110628,14754589,111695,417953,11213189,12134435,11147145,6539,3909233,
IR,اخابر,2010,90336836,14528824,75808012,34871622,14297967,103447,328507,11713709,20222191,8684796,1922,4376448,19725672
IR,اخابر,2011,88265937,14178055,74087882,31442801,13920530,16401673,92194,16309479,17902741,1242194,11456,6512717,19266936
IR,اخابر,2012,94067341,18898665,75168676,36566502,18576007,35833,153966,20204285,20360359,1716716,10671,7456045,19496304
IR,اخابر,2013,99149231,21831976,77317255,41000455,21591222,64604,394660,22052934,21926778,781642,147701,7834606,19955040
IR,اخابر,2014,112467257,33904875,78562382,53497403,33690362,,,21505208,21827070,2401292,440788,8654488,18349462
IR,اخابر,2015,130336535,48764524,81572011,68158972,43278783,51151,145140,-93989,22931741,1806601,9666,11826190,20643145
IR,اخابر,2016,183636735,81237820,102398915,85753640,64180791,20821446,18860611,1960835,27178743,4109450,499712,93005123,19980000
IR,اخابر,2017,206726966,96347427,110379539,93954235,78484966,45146310,39109299,6037011,28537811,3652751,775401,102752604,24000000
IR,اخابر,2018,218523587,104340372,114183215,96953717,79612750,44532596,39371634,5160962,29043482,4785098,1021794,110448902,24960000
IR,اخابر,2019,238181869,126243129,111938740,104911738,99457885,47921880,43998000,3923880,24692874,10207417,1624361,119193874,15000000
IR,اخابر,2020,279297611,178075211,101222400,122839074,143247141,95736750,66607754,29128996,17280034,6902114,2517227,134335892,18000000
IR,اخابر,2021,290448818,213865384,76583434,109785201,179971219,88850547,84822991,4027556,336881,13633946,1773087,159771739,4740000
IR,اخابر,2022,338877655,278882601,59995054,141250598,239360951,121279369,115804936,5474433,6510508,11777975,2370086,176147909,660000
IR,اخابر,2023,409186628,322819337,86367291,170077343,229050238,152064289,137724777,14339512,41873846,8525898,615469,213048770,21240000
IR,اخابر,2024,1392330684,425373080,966957604,214287858,335577539,244034355,172149221,71885134,43282113,8382548,1685294,254047204,38420453
IR,اخابر,2025,1617225274,575613822,1041611452,316544240,464948130,339999390,237952078,102047312,113285308,7644184,3330384,358234426,45144033
IR,اردستان,2016,2256105,1456234,799871,901174,1422560,950887,570757,380130,229244,35586,414299,1259555,
IR,اردستان,2017,2029935,1243861,786074,1109551,1209422,954919,596681,358238,234517,30338,472627,816745,
IR,اردستان,2018,2017669,1273972,743697,1094886,960983,1123636,771151,352485,206939,69738,637653,780424,
IR,اردستان,2019,2282680,1075905,1206775,1437189,818236,1886818,1207079,679739,544183,114771,653566,690017,283868
IR,اردستان,2020,3415700,960568,2455132,2545325,706112,2827419,1576739,1250680,1247225,475455,903528,669023,1157700
IR,اردستان,2021,4400592,1337886,3062706,3313059,1131760,4073674,2121501,1952173,1765274,587822,1847495,824070,1702500
IR,اردستان,2022,7480226,1892782,5587444,6254016,1726269,8576522,3619273,4957249,4238817,1954998,2386898,1003959,3064500
IR,اردستان,2023,10521530,2752717,7768813,7935781,2573124,10745577,4687088,6058489,5634824,1192501,3497232,2350276,4994000
IR,اردستان,2024,14985664,4145223,10840441,10516098,3935482,14367862,5699191,8668671,8057066,1550880,4650576,4172989,7718000
IR,اردستان,2025,22765738,9010140,13755598,17423607,8711999,18940218,7387899,11552319,11126970,1947207,7158691,4804163,10442000
IR,اروند,2015,28544437,37982491,-9438054,4161212,34507318,9656839,7941901,1714938,-3021832,202733,2283421,24118326,
IR,اروند,2016,30407429,40215697,-9808268,6402796,40001245,10761884,7811608,2950276,111441,280258,2565959,23591877,
IR,اروند,2017,36764777,44277159,-7512382,9328133,43991319,16806805,11204585,5602220,2295886,538303,3500464,26616718,
IR,اروند,2020,79749272,25256333,54492939,33459204,24702442,73305258,33527196,39778062,34243639,7359403,9037817,45313657,39600000
IR,اروند,2021,140251672,58331046,81920626,88075592,57523154,157390951,71343408,86047543,67027687,50542235,11914529,47866876,66000000
IR,اروند,2022,158485268,54314024,104171244,104470502,52866697,188160924,91729246,96431678,88250618,37768890,19164172,49739913,
IR,اروند,2023,176832347,98508161,78324186,112727678,96184241,191673719,126535769,65137950,46152942,10689096,27546243,57904289,
IR,اروند,2024,252875555,147797161,105078394,163240289,144701831,255548361,165538448,90009913,68754207,14349666,44896879,77716583,62040000
IR,اروند,2025,309935067,205460175,104474892,195157155,200847485,350137229,245467260,104669969,61436498,20972094,56235372,96461497,72000000
IR,اسیاتک,2010,138973,162343,-23370,60259,73260,57147,38314,18833,-6585,758,40967,74220,
IR,اسیاتک,2011,204012,167241,36771,111426,108436,127775,90904,36871,9141,568,52708,86941,
IR,اسیاتک,2012,215265,170201,45064,66325,156505,247064,170920,76144,11735,1889,11255,135547,
IR,اسیاتک,2013,396401,338342,58059,120013,334629,422886,295825,127061,30332,4267,47275,235735,
IR,اسیاتک,2014,705993,602836,103157,204357,599629,884373,545117,339256,53020,4051,52041,407658,
IR,اسیاتک,2015,1316415,1147211,169204,372179,1117526,1453374,928848,524526,124078,9238,30669,686446,
IR,اسیاتک,2016,2100398,1742678,357720,563913,1425342,1985954,1231271,754683,200516,17907,219395,1069222,
IR,اسیاتک,2017,3129572,2642928,486644,520418,2486902,2520782,1675123,845659,36000,27482,83267,1884950,27000
IR,اسیاتک,2018,3757656,2785857,971799,818883,2729207,3111568,2161708,949860,461956,28402,101700,2200511,450000
IR,اسیاتک,2019,3693572,2466847,1226725,742250,2312736,3485606,2298919,1186687,704926,10363,146792,2244877,500400
IR,اسیاتک,2020,5567825,2745020,2822805,789870,2276225,5751426,3856602,1894824,696480,41432,70620,3713013,690000
IR,اسیاتک,2021,7173867,3792468,3381399,1000904,3514078,8346492,5631593,2714899,1248594,31243,98546,4628255,140000
IR,اسیاتک,2022,11072276,5617272,5455004,1299634,5003424,13044345,8422655,4621690,2213605,70661,161492,7630501,360000
IR,اسیاتک,2023,26002489,15912321,10090168,4755154,7466294,20939295,12412422,8526873,4995164,124419,971270,16590704,900000
IR,اسیاتک,2024,49076590,32949421,16127169,7397212,18342315,29749858,18143089,11606769,6937001,498276,1659369,34429075,2156000
IR,اسیاتک,2025,74506490,53240178,21266312,14022314,36584112,37760085,25637676,12122409,7295143,245517,1740890,50758943,
IR,افق,2014,601628,577219,24409,413279,531474,1704385,1441226,263159,7541,50957,235492,178522,
IR,افق,2015,1982384,1749589,232795,1428329,1733258,5530868,4786843,744025,28387,264852,684362,543709,
IR,افق,2016,4580473,4114649,465824,2750527,4071213,16294953,13893266,2401687,240147,424203,1742145,1493290,
IR,افق,2017,6877335,5177485,1699850,4362773,5071556,29092210,24301865,4790345,684027,425879,2211354,1931303,650000
IR,افق,2018,14088598,10060241,4028357,10161073,9879156,52407009,43219448,9187561,2978507,1395446,6408431,2671097,2700000
IR,افق,2019,26372532,19889837,6482695,18591662,19577302,91157789,74709816,16447973,5154338,1568792,8769912,5068468,5000000
IR,افق,2020,58183000,41636000,16547000,46117000,41023000,154811000,123890000,30921000,15766000,3733000,20671000,5476000,14100000
IR,افق,2021,60632282,49030867,11601415,37779691,48045647,237219000,192333000,44886000,11785000,2666601,26152620,8896959,1200000
IR,افق,2022,124033239,92239237,31794002,90747302,90433088,358205253,295154744,63050509,19614858,5952713,46037685,9964883,10000000
IR,افق,2023,213444239,156295137,57149102,134363704,153715515,662995186,555867473,107127713,36455093,10031531,63794665,21880646,24000000
IR,افق,2024,375560386,285109441,90450945,233259130,281083341,1147715689,948917181,198798508,55314289,29852214,100507180,41574910,34800000
IR,افق,2025,717098275,537395126,179703149,475914122,530581082,2117689291,1739337890,378351401,129922298,22834336,223163402,80667227,109500000
IR,البرز,2005,1936487.5737,1618044.906706,318442.676994,1287099.980675,1519691.204634,,,,63149.649495,249387.034665,,392692.157688,
IR,البرز,2006,2515470.112964,2075265.805213,440204.307751,1395869.97592,1893448.204326,,,,164852.674748,166384.581547,,396011.6285,
IR,البرز,2007,3566148.180743,3033700.457866,532447.722877,2026127.898513,2724801.066378,,,,152760.203525,109679.198046,322.931434,437988.707444,
IR,البرز,2008,3974659,3310388,664271,2281692,3024562,,,,241222,163136,271,472215,113620
IR,البرز,2009,4580011,3759385,820626,2567054,3370951,,,,321610,199302,175,519299,200000
IR,البرز,2010,5277381,4394342,883040,3088257,4051665,,,,262414,189933,312,641647,220000
IR,البرز,2011,6798932,5724096,1074836,4439679,5311779,,,,240882,395982,383,693666,186000
IR,البرز,2012,11223471,7108348,4115123,5869879,6650337,,,,288824,342972,431,3740254,192000
IR,البرز,2013,13735620,9428255,4307365,8639125,8637608,,,,384242,718946,506,3866312,180000
IR,البرز,2014,18806728,14169061,4637667,12961792,13492621,,,,510302,1083657,549,4288105,165600
IR,البرز,2015,22045646,17085707,4959939,15845331,16282174,,,,529982,1601206,,4550494,280000
IR,البرز,2016,24214499,18995408,5219091,16160570,18066717,,,,559884,868148,,4443953,220000
IR,البرز,2017,28609760,23334281,5275479,19395185,22226541,,,,578195,672363,,4668965,320000
IR,البرز,2018,34044486,28447862,5596624,21861765,27165955,,,,641145,1040946,,4914248,480000
IR,البرز,2019,55786268,38937326,16848942,21419923,38052863,,,,1022993,1467104,0,16054493,800000
IR,البرز,2020,87786695,55187326,32599369,68203302,54044547,,,,16835324,1669891,,14152585,2163664
IR,البرز,2021,116649332,74882113,41767219,92039844,73312639,,,,11046617,3330814,,17444054,3750351
IR,البرز,2022,150792082,102002957,48789125,123712658,99137827,,,,10772257,4550279,,19012659,4900000
IR,البرز,2023,258242802,179893553,78349249,225752107,176194587,,,,30004181,8574786,,21610183,4140000
IR,البرز,2024,422135822,292085172,130050650,383791955,286406111,,,,55397344,11816332,,28213924,14000000
IR,البرز,2025,696473672,518432546,178041126,639186530,510264408,,,,61990476,42269588,,38558577,
IR,امید,2011,1177331,166164,1011167,1176143,166090,15715,4548,11167,11167,4746,0,1087,
IR,امید,2012,1588214,316093,1272121,1408438,86079,308313,24464,283849,266454,798313,0,178677,
IR,امید,2013,3015647,542226,2473421,2835868,82081,600328,71218,529110,491300,2500288,0,176437,
IR,امید,2014,5381484,1969833,3411651,5208254,1968158,1389688,266653,1123035,942984,1138155,0,169546,
IR,امید,2015,4834306,657840,4176466,4435945,452754,1051134,0,1051134,903830,582842,0,164214,
IR,امید,2016,6505918,775112,5730806,6003250,418913,1834615,86395,1748220,1532880,1496507,0,157841,
IR,امید,2017,7750049,891180,6858869,7242614,532742,1895103,196379,1698724,1528063,1725531,0,152947,1225000
IR,امید,2018,9210443,823053,8387390,8978372,574550,2022872,141041,1881831,1703054,8741788,,149582,1372000
IR,امید,2019,12494405,1981889,10512516,12262201,1429212,2970334,264091,2706243,2456713,446892,0,147999,2590000
IR,امید,2020,18951356,2984237,15967119,18709466,2037341,1235852,,6494955,5981914,1876022,0,153299,5700000
IR,امید,2021,25252657,10567043,14685614,24983959,7765707,6005366,,6005366,4592925,68024,0,168409,475000
IR,امید,2022,32931385,8249499,24681886,32593156,3745018,3042383,,7896607,5001680,66498,0,165115,2584000
IR,امید,2023,40767270,8734768,32032502,40208139,5028536,8557693,,17658787,10088324,44223,0,161901,4791380
IR,امید,2024,55718469,13885582,41832887,55078877,11841287,24617778,6197578,18420200,15687114,3206921,0,156998,6969280
IR,امید,2025,86672180,22369339,64302841,86052996,21562126,67821028,32264299,35556729,27939055,173570,0,150573,13911600
IR,امین,2016,6225391,3006024,3219367,5892861,2065613,1788953,302539,1486414,1226489,804324,0,191086,
IR,امین,2017,7078569,1784398,5294171,6045175,1650215,2277032,0,2277032,1379804,747704,0,193027,
IR,امین,2018,9143865,1680742,7463123,8209577,1676213,2485595,0,2485595,1868952,550100,0,195239,
IR,امین,2019,12511860,4496523,8015337,11341654,3247552,1883661,,3720383,2470569,2698811,0,227446,2299500
IR,امین,2020,12522322,6931057,5591265,11573230,5717206,2520119,,5446896,4210824,219221,0,234203,4200000
IR,امین,2021,25122614,7722992,17399622,21925052,4795934,6670189,,10898603,8325280,353850,0,229042,7590000
IR,امین,2022,33845844,16442085,17403759,24647545,14370221,8365356,,13011937,7666264,1638237,0,220071,7590000
IR,امین,2023,38454621,17471461,20983160,13864184,16253863,9934472,10684704,5351674,4708111,347505,0,218951,4770000
IR,امین,2024,52894458,22340860,30553598,27556457,17873053,21540031,17267108,11574432,8146222,1013469,0,213378,8000000
IR,امین,2025,66887056,27292440,39594616,65100749,21015017,17041547,13323492,16960421,14698556,692614,0,221059,13500000
IR,انرژی,2012,228128,2893,225235,5702,2694,209,,209,25235,185,,2098,10000
IR,انرژی,2013,255623,8877,246746,123567,8435,7474,0,7474,32011,1144,0,1944,20000
IR,انرژی,2014,750909,40779,710130,616858,39769,25520,0,25520,94867,4788,0,1756,60000
IR,انرژی,2015,884114,44243,839871,690067,42619,34535,0,34535,179020,2460,0,61211,60000
IR,انرژی,2016,971519,33206,938313,663021,30851,43627,0,43627,156526,8175,0,171589,90000
IR,انرژی,2017,1088762,52446,1036316,865797,49048,67076,0,67076,190881,2381,0,210244,60000
IR,انرژی,2018,1538666,92863,1445803,1125197,86064,133589,0,133589,254153,37173,,212476,25800
IR,انرژی,2019,1611855,73500,1538355,1194975,66921,223320,0,223320,333686,28100,0,212406,33600
IR,انرژی,2020,2082388,112443,1969945,1643540,104692,385468,0,385468,533882,38107,0,218626,54000
IR,انرژی,2021,2623724,125038,2498686,2176386,112483,479542,0,479542,651599,35867,0,225148,180000
IR,انرژی,2022,3123224,112153,3011071,2633844,89574,557326,0,557326,659205,67425,0,226254,99000
IR,انرژی,2023,3777672,226298,3551374,3191430,187274,775135,0,775135,746105,176867,0,310258,189000
IR,انرژی,2024,4921764,384710,4537054,4231196,324467,1308139,0,1308139,1226187,131880,0,351592,124200
IR,انرژی,2025,6560635,531075,6029560,5858163,445412,1990788,0,1990788,1698849,349830,0,371729,170100
IR,اپال,2016,10249326,5181224,5068102,2797443,766783,12304,15786,-3482,8215,87339,288435,206910,
IR,اپال,2017,16936240,11899049,5037191,2698527,4860046,39273,42141,-2868,19088,61724,172091,2491963,5000
IR,اپال,2018,24189703,10935682,13254021,4907521,8886235,701506,496543,204963,3227287,1052214,160633,3241677,
IR,اپال,2019,42221549,9525819,32695730,12049960,5657858,185981,126605,59376,10941709,666877,299109,3757484,
IR,اپال,2020,55183102,15626735,39556367,20885900,10663863,16263511,1092227,15171284,14046637,338449,3468008,5255390,12600000
IR,اپال,2021,78593999,3081802,75512197,43293524,3072785,36166949,2949774,33217175,48555829,731774,1155897,5225535,33600000
IR,اپال,2022,84343172,31423099,52920073,50402129,31401891,15662620,4691563,10971057,11007876,663932,3264840,3355965,10800000
IR,اپال,2023,102666674,25129279,77537395,65196800,25097016,40925898,6971515,33954383,35417322,171459,7431612,3165047,32000000
IR,اپال,2024,126030066,45966582,80063484,81254338,44814374,44040119,8512310,35527809,34526089,172639,10860068,7589686,31000000
IR,اپال,2025,136600316,55591472,81008844,91338392,54930124,13868595,0,33445902,32041976,8334720,13403499,7627905,27000000
IR,بالبر,1992,21571,13267,0,18495,12760,0,0,0,4013,0,11532,2708,
IR,بالبر,1993,25719.2,15634.7,10084.5,18760.6,12015.4,21233.2,15448,5785.2,3419.3,610.9,13357,7189.5,
IR,بالبر,1994,33773.6,23097.9,10675.7,26776,19583.1,24444.8,16059.1,8385.7,2829.5,4563.6,12833.5,6907.3,
IR,بالبر,1995,43446.1,28898.3,14547.8,35904.1,25581.9,49347.4,29823.6,19523.8,16303.9,1541.2,13507.4,8145.7,12000
IR,بالبر,1996,71872.8,48454,23418.8,59864.7,45594.8,84062.8,46531.6,37531.2,34800.6,3230.3,32148.4,10077.3,
IR,بالبر,1997,83925.2,53216.2,30709,64592.9,49340.5,122664.4,72924.2,49740.2,43666.2,3790.2,39905.1,16650.3,33150
IR,بالبر,1998,83233,58350.5,24882.5,63377.6,53240.3,100078.1,66104.8,33973.3,23735.9,5465.4,28919.9,17133.6,
IR,بالبر,1999,84589.3,61335,23254.3,64379.4,54960.2,111860.2,78928.3,32931.9,23602.6,6663.9,24076,17295.9,20000
IR,بالبر,2000,107924,81705.3,26218.7,87069.7,73838,147170.7,101050.3,46120.4,30068,7556.4,28431,18012.5,24010
IR,بالبر,2001,139188.6,94334,44854.6,114289.5,84118.2,190569.4,120452.7,70116.7,60347.6,8220.1,49008.6,22085.1,
IR,بالبر,2002,153644.242837,93323.383726,60320.859111,122139.066546,80613.09562,222026,146805,75221,59469,5828.045714,45007.214075,29035.803732,
IR,بالبر,2003,172718.927863,105454.184188,67264.743675,125679.136887,88054.998281,262297,192952,69345,48763,3570.713241,40073.892117,44408.686177,
IR,بالبر,2004,220156,149886,70270,162127,138593,272726,224720,48006,28570,10027,57844,56191,25650
IR,بالبر,2005,218431,160721,57710,163129,151775,240857,232049,8808,-11582,7643,82353,53722,
IR,بالبر,2006,218431,160721,57710,163129,151775,240857,232049,8808,-11582,7643,82353,53722,
IR,بالبر,2007,258800,176925,81875,216949,168514,239469,206551,32918,12111,3850,125321,40826,
IR,بالبر,2008,237796,153724,84072,199080,115606,310516,284709,25807,2592,6379,95880,37599,
