window,L_plus,L_minus,rel_gap
0,3.18351027e-04,3.18712264e-04,0.001135
1,3.45323700e-04,2.20005354e-03,5.370989
2,4.02656151e-04,3.40695656e-03,7.461206
3,3.65010201e-04,4.01298469e-03,9.994171
4,3.89755995e-04,1.25412466e-02,31.177174
5,2.68793409e-03,2.89535429e-03,0.077167
