window,L_plus,L_minus,rel_gap
0,3.18983424e-04,3.18214588e-04,0.002416
1,3.39661725e-04,2.29063281e-03,5.743865
2,4.11358342e-04,3.49615398e-03,7.499047
3,3.68642359e-04,4.10797959e-03,10.143537
4,4.11937595e-04,1.29940743e-02,30.543793
5,2.61210091e-03,2.97602196e-03,0.139321
